Strain_Name,BGC_Filename,PBP2_Count,PBP2_Locus_Tags
GCF_008064995.1,NZ_AP018517.1.region023.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region024.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region025.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region026.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region027.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region028.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region029.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region030.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region031.gbk,0,
GCF_008064995.1,NZ_AP018517.1.region032.gbk,0,
GCF_009648595.1,NZ_CP045747.1.region001.gbk,0,
GCF_009648595.1,NZ_CP045747.1.region002.gbk,0,
GCF_009648595.1,NZ_CP045747.1.region003.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region001.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region002.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region003.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region004.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region005.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region006.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region007.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region008.gbk,1,GII88_RS20240
GCF_009662395.1,NZ_CP045814.1.region009.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region010.gbk,0,
GCF_009648675.1,NZ_CP045748.1.region001.gbk,0,
GCF_009648675.1,NZ_CP045748.1.region002.gbk,0,
GCF_009648675.1,NZ_CP045748.1.region003.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region001.gbk,1,D2B33_RS00190
GCF_009497935.1,NZ_CP033198.1.region002.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region003.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region004.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region005.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region006.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region007.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region008.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region009.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region010.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region011.gbk,0,
GCF_009497935.1,NZ_CP033198.1.region012.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region001.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region002.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region003.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region004.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region005.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region006.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region007.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region008.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region009.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region010.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region011.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region012.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region013.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region014.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region015.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region016.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region017.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region018.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region019.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region020.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region021.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region022.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region023.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region024.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region025.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region026.gbk,2,DEJ44_RS33290;DEJ44_RS33320
GCF_008639045.1,NZ_CP029196.1.region027.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region028.gbk,0,
GCF_008639045.1,NZ_CP029196.1.region029.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region001.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region002.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region003.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region004.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region005.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region006.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region007.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region008.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region009.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region010.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region011.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region012.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region013.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region014.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region015.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region016.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region017.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region018.gbk,1,CP974_RS25310
GCF_008704425.1,NZ_CP023696.1.region019.gbk,1,CP974_RS25430
GCF_008704425.1,NZ_CP023696.1.region020.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region021.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region022.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region023.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region024.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region025.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region026.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region027.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region028.gbk,0,
GCF_008704425.1,NZ_CP023696.1.region029.gbk,0,
GCF_009684555.1,NZ_CP026729.1.region001.gbk,0,
GCF_009684555.1,NZ_CP026729.1.region002.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region001.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region002.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region003.gbk,2,DEJ45_RS01945;DEJ45_RS01970
GCF_008705255.1,NZ_CP029195.1.region004.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region005.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region006.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region007.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region008.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region009.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region010.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region011.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region012.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region013.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region014.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region015.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region016.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region017.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region018.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region019.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region020.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region021.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region022.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region023.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region024.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region025.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region026.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region027.gbk,0,
GCF_008705255.1,NZ_CP029195.1.region028.gbk,0,
GCF_009557055.1,NZ_CP045649.1.region001.gbk,0,
GCF_009557055.1,NZ_CP045649.1.region002.gbk,2,GFH29_RS09415;GFH29_RS09470
GCF_009557055.1,NZ_CP045649.1.region003.gbk,0,
GCF_009619495.1,NZ_CP021929.1.region001.gbk,0,
GCF_009619495.1,NZ_CP021929.1.region002.gbk,0,
GCF_009619495.1,NZ_CP021929.1.region003.gbk,0,
GCF_009619495.1,NZ_CP021929.1.region004.gbk,0,
GCF_009619495.1,NZ_CP021929.1.region005.gbk,0,
GCF_009720125.1,NZ_CP046246.1.region001.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region001.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region002.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region003.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region004.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region005.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region006.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region007.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region008.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region009.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region010.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region011.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region012.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region013.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region014.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region015.gbk,0,
GCF_009002535.1,NZ_AP020326.1.region016.gbk,0,
GCF_009002535.1,NZ_AP020328.1.region001.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region001.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region002.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region003.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region004.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region005.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region006.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region007.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region008.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region001.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region002.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region003.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region004.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region005.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region006.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region007.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region008.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region009.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region010.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region011.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region012.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region013.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region014.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region015.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region016.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region017.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region018.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region019.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region020.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region021.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region022.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region023.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region024.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region025.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region026.gbk,1,DEJ46_RS35260
GCF_008642375.1,NZ_CP029194.1.region027.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region028.gbk,0,
GCF_008642375.1,NZ_CP029194.1.region029.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region001.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region002.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region003.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region004.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region005.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region006.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region007.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region008.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region009.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region010.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region011.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region012.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region013.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region014.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region015.gbk,0,
GCF_009363115.1,NZ_CP045298.1.region016.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region001.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region002.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region003.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region004.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region005.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region006.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region007.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region008.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region009.gbk,1,CP975_RS12435
GCF_008704395.1,NZ_CP023695.1.region010.gbk,1,CP975_RS14755
GCF_008704395.1,NZ_CP023695.1.region011.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region012.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region013.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region014.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region015.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region016.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region017.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region018.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region019.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region020.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region021.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region022.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region023.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region024.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region025.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region026.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region027.gbk,0,
GCF_008704395.1,NZ_CP023695.1.region028.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region001.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region002.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region003.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region004.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region005.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region006.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region007.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region008.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region009.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region010.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region011.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region012.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region013.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region014.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region015.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region016.gbk,2,FH965_RS12985;FH965_RS13045
GCF_007363395.1,NZ_CP040916.1.region017.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region018.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region019.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region020.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region021.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region022.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region023.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region024.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region025.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region026.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region027.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region028.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region029.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region030.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region031.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region032.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region033.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region034.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region035.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region036.gbk,1,FH965_RS37170
GCF_007363395.1,NZ_CP040916.1.region037.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region038.gbk,1,FH965_RS37900
GCF_007363395.1,NZ_CP040916.1.region039.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region040.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region041.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region042.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region043.gbk,0,
GCF_007363395.1,NZ_CP040916.1.region044.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region001.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region002.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region003.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region004.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region005.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region006.gbk,1,DEJ49_RS02645
GCF_008642335.1,NZ_CP029191.1.region007.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region008.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region009.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region010.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region011.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region012.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region013.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region014.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region015.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region016.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region017.gbk,1,DEJ49_RS27545
GCF_008642335.1,NZ_CP029191.1.region018.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region019.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region020.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region021.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region022.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region023.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region024.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region025.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region026.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region027.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region028.gbk,0,
GCF_008642335.1,NZ_CP029191.1.region029.gbk,0,
GCF_009707485.1,NZ_CP046121.1.region001.gbk,0,
GCF_009707485.1,NZ_CP046121.1.region002.gbk,0,
GCF_009676825.1,NZ_CP046057.1.region001.gbk,0,
GCF_009676825.1,NZ_CP046057.1.region002.gbk,0,
GCF_009676825.1,NZ_CP046057.1.region003.gbk,1,GI482_RS15940
GCF_008639165.1,NZ_CP029197.1.region001.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region002.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region003.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region004.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region005.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region006.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region007.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region008.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region009.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region010.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region011.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region012.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region013.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region014.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region015.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region016.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region017.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region018.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region019.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region020.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region021.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region022.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region023.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region024.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region025.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region026.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region027.gbk,2,DEJ43_RS35260;DEJ43_RS35290
GCF_008639165.1,NZ_CP029197.1.region028.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region029.gbk,0,
GCF_008639165.1,NZ_CP029197.1.region030.gbk,0,
GCF_009739535.1,NZ_CP029971.1.region001.gbk,0,
GCF_009731445.1,NZ_AP021885.1.region001.gbk,0,
GCF_009731445.1,NZ_AP021886.1.region001.gbk,0,
GCF_009707285.1,NZ_CP046105.1.region001.gbk,0,
GCF_009707285.1,NZ_CP046105.1.region002.gbk,0,
GCF_009707285.1,NZ_CP046105.1.region003.gbk,0,
GCF_009684695.1,NZ_CP045695.1.region001.gbk,0,
GCF_009684695.1,NZ_CP045695.1.region002.gbk,0,
GCF_009684695.1,NZ_CP045695.1.region003.gbk,0,
GCF_009684695.1,NZ_CP045695.1.region004.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region001.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region002.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region003.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region004.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region005.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region006.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region007.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region008.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region009.gbk,0,
GCF_009497015.2,NZ_CP045606.2.region010.gbk,0,
GCF_009497015.2,NZ_CP045607.2.region001.gbk,0,
GCF_009497015.2,NZ_CP045607.2.region002.gbk,0,
GCF_009497015.2,NZ_CP045608.2.region001.gbk,0,
GCF_009497015.2,NZ_CP045608.2.region002.gbk,0,
GCF_009497015.2,NZ_CP045609.2.region001.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region001.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region002.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region003.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region004.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region005.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region006.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region007.gbk,1,DEJ47_RS02595
GCF_008642355.1,NZ_CP029193.1.region008.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region009.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region010.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region011.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region012.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region013.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region014.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region015.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region016.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region017.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region018.gbk,1,DEJ47_RS28700
GCF_008642355.1,NZ_CP029193.1.region019.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region020.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region021.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region022.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region023.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region024.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region025.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region026.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region027.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region028.gbk,0,
GCF_008642355.1,NZ_CP029193.1.region029.gbk,0,
GCF_009707345.1,NZ_CP046123.1.region001.gbk,0,
GCF_009707345.1,NZ_CP046123.1.region002.gbk,0,
GCF_009707345.1,NZ_CP046123.1.region003.gbk,0,
GCF_009707345.1,NZ_CP046125.1.region001.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region001.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region002.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region003.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region004.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region005.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region006.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region007.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region008.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region009.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region010.gbk,0,
GCF_009739485.1,NZ_CP022954.1.region001.gbk,0,
GCF_009685135.1,NZ_CP045648.1.region001.gbk,0,
GCF_009685135.1,NZ_CP045648.1.region002.gbk,0,
GCF_009685135.1,NZ_CP045648.1.region003.gbk,0,
GCF_009685135.1,NZ_CP045648.1.region004.gbk,1,GFV05_RS03715
GCF_009685135.1,NZ_CP045648.1.region005.gbk,0,
GCF_009730475.1,NZ_CP046322.1.region001.gbk,0,
GCF_009730475.1,NZ_CP046322.1.region002.gbk,0,
GCF_009730475.1,NZ_CP046322.1.region003.gbk,0,
GCF_009697285.1,NZ_CP046077.1.region001.gbk,0,
GCF_009697285.1,NZ_CP046077.1.region002.gbk,0,
GCF_009697285.1,NZ_CP046077.1.region003.gbk,0,
GCF_009697285.1,NZ_CP046077.1.region004.gbk,0,
GCF_009697285.1,NZ_CP046079.1.region001.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region001.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region002.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region003.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region004.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region005.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region006.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region007.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region008.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region009.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region010.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region011.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region001.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region002.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region003.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region004.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region005.gbk,1,DNK48_RS03640
GCF_006974005.1,NZ_CP029823.1.region006.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region007.gbk,0,
GCF_006974005.1,NZ_CP029823.1.region008.gbk,0,
