"","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus"
"1093","GCF_036147535.1_NZ_CP108019.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036147535.1\index.html","#r1c18","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1094","GCF_045206305.1_NZ_CP108130.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206305.1\index.html","#r1c14","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1095","GCF_045040195.1_NZ_CP109530.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040195.1\index.html","#r1c16","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1096","GCF_022414575.2_NZ_CP140097.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022414575.2\index.html","#r1c14","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1097","GCF_036231945.1_NZ_CP109599.1.region015",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036231945.1\index.html","#r1c15","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1098","GCF_011694815.1_NZ_CP050177.1.region011",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011694815.1\index.html","#r1c11","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1099","GCF_035961655.1_NZ_CP108393.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035961655.1\index.html","#r1c18","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1100","GCF_019056675.1_NZ_CP077658.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_019056675.1\index.html","#r1c14","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1101","GCF_045161915.1_NZ_CP108806.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161915.1\index.html","#r1c14","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1102","GCF_035917595.1_NZ_CP109091.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917595.1\index.html","#r1c14","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1103","GCF_035917755.1_NZ_CP109109.1.region015",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917755.1\index.html","#r1c15","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1104","GCF_009739905.1_NZ_CP034279.1.region010",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009739905.1\index.html","#r1c10","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1105","GCF_035994945.1_NZ_CP108677.1.region010",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035994945.1\index.html","#r1c10","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1106","GCF_045348655.1_NZ_CP160404.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045348655.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1107","GCF_033343995.1_NZ_CP137573.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_033343995.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1108","GCF_005517195.1_NZ_CP040244.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_005517195.1\index.html","#r1c17","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1109","GCF_036237275.1_NZ_CP108352.1.region010",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237275.1\index.html","#r1c10","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1110","GCF_031344995.1_NZ_CP133762.1.region008",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031344995.1\index.html","#r1c8","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1111","GCF_008642375.1_NZ_CP029194.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008642375.1\index.html","#r1c12","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1112","GCF_036226445.1_NZ_CP108474.1.region009",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226445.1\index.html","#r1c9","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1113","GCF_026427415.1_NZ_CP084204.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_026427415.1\index.html","#r1c17","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1114","GCF_045041295.1_NZ_CP108225.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041295.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1115","GCF_045206215.1_NZ_CP108188.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206215.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1116","GCF_045160785.1_NZ_CP108273.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160785.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1117","GCF_036192275.1_NZ_CP108088.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036192275.1\index.html","#r1c12","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1118","GCF_045162855.1_NZ_CP108669.1.region019",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162855.1\index.html","#r1c19","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1119","GCF_043996095.1_NZ_CP171841.1.region019",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_043996095.1\index.html","#r1c19","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1120","GCF_036826855.1_NZ_CP104578.1.region011",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036826855.1\index.html","#r1c11","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1121","GCF_002943895.1_NZ_CP027022.1.region010",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002943895.1\index.html","#r1c10","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1122","GCF_009299385.1_NZ_CP023693.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009299385.1\index.html","#r1c13","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1123","GCF_000830005.1_NZ_CP010407.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000830005.1\index.html","#r1c17","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1124","GCF_001886595.1_NZ_CP018074.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\index.html","#r1c18","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1125","GCF_008705255.1_NZ_CP029195.1.region011",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008705255.1\index.html","#r1c11","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1126","GCF_036226665.1_NZ_CP109007.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226665.1\index.html","#r1c14","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1127","GCF_036035005.1_NZ_CP107933.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036035005.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1128","GCF_041435155.1_NZ_CP108062.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435155.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1129","GCF_045160795.1_NZ_CP108230.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160795.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1130","GCF_035991205.1_NZ_CP108524.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035991205.1\index.html","#r1c13","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1131","GCF_036084755.1_NZ_CP107968.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036084755.1\index.html","#r1c16","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1132","GCF_036227325.1_NZ_CP109467.1.region011",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227325.1\index.html","#r1c11","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1133","GCF_036010325.1_NZ_CP108549.1.region021",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010325.1\index.html","#r1c21","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1134","GCF_035918095.1_NZ_CP109137.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918095.1\index.html","#r1c14","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1135","GCF_035917775.1_NZ_CP109112.1.region022",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917775.1\index.html","#r1c22","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1136","GCF_036088315.1_NZ_CP107996.1.region006",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036088315.1\index.html","#r1c6","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1137","GCF_036241575.1_NZ_CP108455.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036241575.1\index.html","#r1c16","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1138","GCF_045040055.1_NZ_CP109556.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040055.1\index.html","#r1c17","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1139","GCF_035917815.1_NZ_CP109118.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917815.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1140","GCF_045162775.1_NZ_CP108685.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162775.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1141","GCF_045161865.1_NZ_CP108826.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161865.1\index.html","#r1c12","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1142","GCF_045039845.1_NZ_CP108591.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039845.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1143","GCF_036010505.1_NZ_CP108569.1.region009",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010505.1\index.html","#r1c9","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1144","GCF_041438865.1_NZ_CP109450.1.region011",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041438865.1\index.html","#r1c11","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1145","GCF_045162975.1_NZ_CP108660.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162975.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1146","GCF_041433995.1_NZ_CP107896.1.region008",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041433995.1\index.html","#r1c8","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1147","GCF_045162835.1_NZ_CP108671.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162835.1\index.html","#r1c12","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1148","GCF_045206255.1_NZ_CP108175.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206255.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1149","GCF_045162125.1_NZ_CP108765.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162125.1\index.html","#r1c14","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1150","GCF_045162815.1_NZ_CP108681.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162815.1\index.html","#r1c12","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1151","GCF_045162215.1_NZ_CP108745.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162215.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1152","GCF_045040205.1_NZ_CP109529.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040205.1\index.html","#r1c16","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1153","GCF_036014215.1_NZ_CP107921.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036014215.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1154","GCF_036014035.1_NZ_CP109337.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036014035.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1155","GCF_036061255.1_NZ_CP107948.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036061255.1\index.html","#r1c17","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1156","GCF_037023745.1_NZ_CP146101.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037023745.1\index.html","#r1c5","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1157","GCF_036181745.1_NZ_CP108080.1.region010",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036181745.1\index.html","#r1c10","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1158","GCF_022647665.1_NZ_CP071872.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022647665.1\index.html","#r1c4","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1159","GCF_030406905.1_NZ_CP129137.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_030406905.1\index.html","#r1c13","NI-siderophore","schizokinen",0.25,"Streptomyces"
"1160","GCF_003122365.1_NZ_CP029254.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003122365.1\index.html","#r1c17","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1161","GCF_003097515.1_NZ_CP029188.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003097515.1\index.html","#r1c14","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1162","GCF_036250695.1_NZ_CP109427.1.region009",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036250695.1\index.html","#r1c9","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1163","GCF_025854275.1_NZ_CP107567.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025854275.1\index.html","#r1c16","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1164","GCF_024752535.1_NZ_CP103060.1.region011",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024752535.1\index.html","#r1c11","NI-siderophore","0",0,"Streptomyces"
"1165","GCF_011006355.1_NZ_CP048875.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011006355.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"1166","GCF_022760275.1_NZ_CP050693.1.region009",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022760275.1\index.html","#r1c9","NI-siderophore","0",0,"Streptomyces"
"1167","GCF_022699385.1_NZ_CP093846.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_022699385.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces"
"1168","GCF_000952035.2_NZ_CP007699.2.region019",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000952035.2\index.html","#r1c19","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1169","GCF_002082195.1_NZ_CP020569.1.region020",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002082195.1\index.html","#r1c20","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1170","GCF_028898845.1_NZ_CP118574.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028898845.1\index.html","#r1c16","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1171","GCF_000935185.3_NZ_CP026094.1.region020",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000935185.3\index.html","#r1c20","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1172","GCF_025163575.1_NZ_CP104098.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025163575.1\index.html","#r1c18","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1173","GCF_021496785.1_NZ_CP054019.1.region022",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021496785.1\index.html","#r1c22","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1174","GCF_016917755.1_NZ_CP070326.1.region025",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016917755.1\index.html","#r1c25","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1175","GCF_000816025.1_NZ_CP003987.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000816025.1\index.html","#r1c16","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1176","GCF_029011865.1_NZ_CP095749.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029011865.1\index.html","#r1c17","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1177","GCF_029167025.1_NZ_CP119144.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029167025.1\index.html","#r1c18","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1178","GCF_042465085.1_NZ_CP170369.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_042465085.1\index.html","#r1c17","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1179","GCF_043950195.1_NZ_CP171643.1.region020",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_043950195.1\index.html","#r1c20","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1180","GCF_009834125.1_NZ_CP047146.1.region032",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009834125.1\index.html","#r1c32","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1181","GCF_036227425.1_NZ_CP109455.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227425.1\index.html","#r1c17","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1182","GCF_036227565.1_NZ_CP109460.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227565.1\index.html","#r1c13","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1183","GCF_000280865.2_NZ_CP072931.1.region018",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000280865.2\index.html","#r1c18","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1184","GCF_003994375.1_NZ_CP029042.1.region022",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003994375.1\index.html","#r1c22","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1185","GCF_003173275.1_NZ_CP029541.1.region024",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003173275.1\index.html","#r1c24","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1186","GCF_008704855.1_NZ_CP023691.1.region020",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008704855.1\index.html","#r1c20","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1187","GCF_045161275.1_NZ_CP107761.1.region020",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161275.1\index.html","#r1c20","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1188","GCF_045207925.1_NZ_CP108718.1.region017",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207925.1\index.html","#r1c17","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1189","GCF_035951655.1_NZ_CP108368.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035951655.1\index.html","#r1c14","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1190","GCF_036345215.1_NZ_CP107782.1.region016",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345215.1\index.html","#r1c16","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1191","GCF_023702105.1_NZ_CP098437.1.region013",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_023702105.1\index.html","#r1c13","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1192","GCF_041434035.1_NZ_CP107952.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041434035.1\index.html","#r1c14","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1193","GCF_036013785.1_NZ_CP107884.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013785.1\index.html","#r1c14","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1194","GCF_035979555.1_NZ_CP108419.1.region015",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035979555.1\index.html","#r1c15","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1195","GCF_027497495.1_NZ_CP114205.1.region014",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027497495.1\index.html","#r1c14","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1196","GCF_027497475.1_NZ_CP114202.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027497475.1\index.html","#r1c12","NI-siderophore","schizokinen",0.2,"Streptomyces"
"1197","GCF_027626975.1_NZ_CP114203.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027626975.1\index.html","#r1c12","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1198","GCF_026239515.1_NZ_CP110836.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_026239515.1\index.html","#r1c12","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1199","GCF_026239535.1_NZ_CP110845.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_026239535.1\index.html","#r1c12","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
"1200","GCF_025665295.1_NZ_CP106840.1.region012",7,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_025665295.1\index.html","#r1c12","NI-siderophore","synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C",0.09,"Streptomyces"
