"","Unnamed..0","X","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strainName","folder_path","BGC_number","version","gbk_path","definition","length","topology","start","end","accesion_version"
"4985",4985,4985,"GCF_022221145.1_NZ_CP076195.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221145.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221145.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221145.1\",7,"NZ_CP076195.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221145.1\GCF_022221145.1.gbk","Bacillus anthracis strain 188678-1 chromosome, complete genome.",5228516,"circular",1859785,1873490,"NZ_CP076195.1"
"4986",4986,4986,"GCF_022221185.1_NZ_CP076201.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221185.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221185.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221185.1\",7,"NZ_CP076201.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221185.1\GCF_022221185.1.gbk","Bacillus anthracis strain A3783 chromosome, complete genome.",5279066,"circular",1900428,1914133,"NZ_CP076201.1"
"4987",4987,4987,"GCF_022221205.1_NZ_CP076204.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221205.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221205.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221205.1\",7,"NZ_CP076204.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221205.1\GCF_022221205.1.gbk","Bacillus anthracis strain 3-IZSLT chromosome, complete genome.",5229081,"circular",1860023,1873728,"NZ_CP076204.1"
"4988",4988,4988,"GCF_022221165.1_NZ_CP076198.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221165.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221165.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221165.1\",7,"NZ_CP076198.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221165.1\GCF_022221165.1.gbk","Bacillus anthracis strain Tangail-4/2 chromosome, complete genome.",5228141,"circular",1859124,1872829,"NZ_CP076198.1"
"4989",4989,4989,"GCF_022221125.1_NZ_CP076192.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221125.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221125.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221125.1\",7,"NZ_CP076192.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221125.1\GCF_022221125.1.gbk","Bacillus anthracis strain UR-1 chromosome, complete genome.",5229839,"circular",1860257,1873962,"NZ_CP076192.1"
"4990",4990,4990,"GCF_022221065.1_NZ_CP076184.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221065.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221065.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221065.1\",7,"NZ_CP076184.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221065.1\GCF_022221065.1.gbk","Bacillus anthracis strain A49 chromosome, complete genome.",5203814,"circular",1860227,1873932,"NZ_CP076184.1"
"4991",4991,4991,"GCF_022221025.1_NZ_CP076178.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221025.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221025.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221025.1\",7,"NZ_CP076178.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221025.1\GCF_022221025.1.gbk","Bacillus anthracis strain BUL 12 chromosome, complete genome.",5230030,"circular",1860138,1873843,"NZ_CP076178.1"
"4992",4992,4992,"GCF_022220985.1_NZ_CP076173.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220985.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220985.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220985.1\",7,"NZ_CP076173.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220985.1\GCF_022220985.1.gbk","Bacillus anthracis strain A178 chromosome, complete genome.",5224614,"circular",1860190,1873895,"NZ_CP076173.1"
"4993",4993,4993,"GCF_022220945.1_NZ_CP076167.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220945.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220945.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220945.1\",7,"NZ_CP076167.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220945.1\GCF_022220945.1.gbk","Bacillus anthracis strain A166 chromosome, complete genome.",5229216,"circular",1860152,1873857,"NZ_CP076167.1"
"4994",4994,4994,"GCF_022220905.1_NZ_CP076163.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220905.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220905.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220905.1\",7,"NZ_CP076163.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220905.1\GCF_022220905.1.gbk","Bacillus anthracis strain BUL 14 chromosome, complete genome.",5229919,"circular",1860135,1873840,"NZ_CP076163.1"
"4995",4995,4995,"GCF_022220685.1_NZ_CP076728.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220685.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220685.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220685.1\",7,"NZ_CP076728.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220685.1\GCF_022220685.1.gbk","Bacillus anthracis strain Tyrol 3520 chromosome, complete genome.",5210044,"circular",1845889,1859594,"NZ_CP076728.1"
"4996",4996,4996,"GCF_022220645.1_NZ_CP076157.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220645.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220645.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220645.1\",7,"NZ_CP076157.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220645.1\GCF_022220645.1.gbk","Bacillus anthracis strain A87 chromosome, complete genome.",5229688,"circular",1860227,1873932,"NZ_CP076157.1"
"4997",4997,4997,"GCF_022220605.1_NZ_CP076151.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220605.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220605.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220605.1\",7,"NZ_CP076151.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220605.1\GCF_022220605.1.gbk","Bacillus anthracis strain BUL 31 chromosome, complete genome.",5229640,"circular",1860135,1873840,"NZ_CP076151.1"
"4998",4998,4998,"GCF_022220565.1_NZ_CP076146.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220565.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220565.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220565.1\",7,"NZ_CP076146.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220565.1\GCF_022220565.1.gbk","Bacillus anthracis strain BUL 40 chromosome, complete genome.",5230038,"circular",1860212,1873917,"NZ_CP076146.1"
"4999",4999,4999,"GCF_022220525.1_NZ_CP076141.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220525.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022220525.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220525.1\",7,"NZ_CP076141.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022220525.1\GCF_022220525.1.gbk","Bacillus anthracis strain A29 chromosome, complete genome.",5229955,"circular",1860182,1873887,"NZ_CP076141.1"
"5000",5000,5000,"GCF_022221245.1_NZ_CP076210.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221245.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221245.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221245.1\",7,"NZ_CP076210.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221245.1\GCF_022221245.1.gbk","Bacillus anthracis strain A1074 chromosome, complete genome.",5227949,"circular",1859106,1872811,"NZ_CP076210.1"
"5001",5001,5001,"GCF_022221285.1_NZ_CP076216.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221285.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221285.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221285.1\",7,"NZ_CP076216.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221285.1\GCF_022221285.1.gbk","Bacillus anthracis strain SA020 chromosome, complete genome.",5220564,"circular",1856003,1869708,"NZ_CP076216.1"
"5002",5002,5002,"GCF_022221325.1_NZ_CP076222.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221325.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221325.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221325.1\",7,"NZ_CP076222.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221325.1\GCF_022221325.1.gbk","Bacillus anthracis strain A159 chromosome, complete genome.",5228443,"circular",1859629,1873334,"NZ_CP076222.1"
"5003",5003,5003,"GCF_022221305.1_NZ_CP076219.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221305.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221305.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221305.1\",7,"NZ_CP076219.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221305.1\GCF_022221305.1.gbk","Bacillus anthracis strain AF039 chromosome, complete genome.",5209654,"circular",1846003,1859708,"NZ_CP076219.1"
"5004",5004,5004,"GCF_022221345.1_NZ_CP076225.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221345.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221345.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221345.1\",7,"NZ_CP076225.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221345.1\GCF_022221345.1.gbk","Bacillus anthracis strain Vollum chromosome, complete genome.",5229859,"circular",1860153,1873858,"NZ_CP076225.1"
"5005",5005,5005,"GCF_022221265.1_NZ_CP076213.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221265.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221265.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221265.1\",7,"NZ_CP076213.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221265.1\GCF_022221265.1.gbk","Bacillus anthracis strain A0777 chromosome, complete genome.",5207027,"circular",1836896,1850601,"NZ_CP076213.1"
"5006",5006,5006,"GCF_022221225.1_NZ_CP076207.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221225.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022221225.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221225.1\",7,"NZ_CP076207.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022221225.1\GCF_022221225.1.gbk","Bacillus anthracis strain Pollino 3734 chromosome, complete genome.",5228919,"circular",1859922,1873627,"NZ_CP076207.1"
"5007",5007,5007,"GCF_022014775.1_NZ_CP091765.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014775.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022014775.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014775.1\",7,"NZ_CP091765.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014775.1\GCF_022014775.1.gbk","Bacillus anthracis strain PNO2D1 chromosome, complete genome.",5229500,"circular",1860562,1874267,"NZ_CP091765.1"
"5008",5008,5008,"GCF_022014795.1_NZ_CP091767.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014795.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022014795.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014795.1\",7,"NZ_CP091767.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014795.1\GCF_022014795.1.gbk","Bacillus anthracis strain ChBA30D chromosome, complete genome.",5228205,"circular",1859924,1873629,"NZ_CP091767.1"
"5009",5009,5009,"GCF_022014755.1_NZ_CP091762.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014755.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_022014755.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014755.1\",7,"NZ_CP091762.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022014755.1\GCF_022014755.1.gbk","Bacillus anthracis strain PNO2 chromosome, complete genome.",5229474,"circular",1860562,1874267,"NZ_CP091762.1"
"5010",5010,5010,"GCF_026559735.1_NZ_CP110281.1.region001",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559735.1\index.html","#r1c1","NI-siderophore","petrobactin",1,"Bacillus","GCF_026559735.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559735.1\",7,"NZ_CP110281.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559735.1\GCF_026559735.1.gbk","Bacillus anthracis strain BA749 chromosome, complete genome.",5257827,"circular",122473,136178,"NZ_CP110281.1"
"5011",5011,5011,"GCF_026559775.1_NZ_CP110285.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559775.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_026559775.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559775.1\",7,"NZ_CP110285.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559775.1\GCF_026559775.1.gbk","Bacillus anthracis strain BA755 chromosome, complete genome.",5226387,"circular",1858033,1871738,"NZ_CP110285.1"
"5012",5012,5012,"GCF_026559795.1_NZ_CP110287.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559795.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_026559795.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559795.1\",7,"NZ_CP110287.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559795.1\GCF_026559795.1.gbk","Bacillus anthracis strain DP-B-5747 chromosome, complete genome.",5257894,"circular",3033423,3047128,"NZ_CP110287.1"
"5013",5013,5013,"GCF_026559755.1_NZ_CP110283.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559755.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_026559755.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559755.1\",7,"NZ_CP110283.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559755.1\GCF_026559755.1.gbk","Bacillus anthracis strain BA754 chromosome, complete genome.",5225028,"circular",1858018,1871723,"NZ_CP110283.1"
"5014",5014,5014,"GCF_026559715.1_NZ_CP110279.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559715.1\index.html","#r1c3","NI-siderophore","petrobactin",1,"Bacillus","GCF_026559715.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559715.1\",7,"NZ_CP110279.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026559715.1\GCF_026559715.1.gbk","Bacillus anthracis strain 7702 chromosome, complete genome.",5233632,"circular",4040824,4054529,"NZ_CP110279.1"
"5015",5015,5015,"GCF_030166675.1_NZ_CP126463.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030166675.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_030166675.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030166675.1\",7,"NZ_CP126463.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030166675.1\GCF_030166675.1.gbk","Bacillus anthracis strain BHY1401 chromosome, complete genome.",5227743,"circular",1859897,1873602,"NZ_CP126463.1"
"5016",5016,5016,"GCF_029636605.1_NZ_CP116892.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029636605.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_029636605.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029636605.1\",7,"NZ_CP116892.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029636605.1\GCF_029636605.1.gbk","Bacillus anthracis strain AN18-416_2 chromosome, complete genome.",5219451,"circular",1849178,1862883,"NZ_CP116892.1"
"5017",5017,5017,"GCF_029636405.1_NZ_CP116889.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029636405.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_029636405.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029636405.1\",7,"NZ_CP116889.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029636405.1\GCF_029636405.1.gbk","Bacillus anthracis strain AN17-384_2 chromosome, complete genome.",5219429,"circular",1849194,1862899,"NZ_CP116889.1"
"5018",5018,5018,"GCF_030067855.1_NZ_CP125989.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030067855.1\index.html","#r1c4","NI-siderophore","petrobactin",1,"Bacillus","GCF_030067855.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030067855.1\",11,"NZ_CP125989.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030067855.1\GCF_030067855.1.gbk","Bacillus cereus strain FFI_gr_46 chromosome, complete genome.",5206453,"circular",1880198,1893904,"NZ_CP125989.1"
"5019",5019,5019,"GCF_021655055.1_NZ_AP022927.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655055.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_021655055.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655055.1\",6,"NZ_AP022927.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655055.1\GCF_021655055.1.gbk","Bacillus cereus strain J2 chromosome, complete genome.",5241522,"circular",1921414,1935118,"NZ_AP022927.1"
"5020",5020,5020,"GCF_021654915.1_NZ_AP022877.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654915.1\index.html","#r1c3","NI-siderophore","petrobactin",1,"Bacillus","GCF_021654915.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654915.1\",7,"NZ_AP022877.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654915.1\GCF_021654915.1.gbk","Bacillus cereus strain MRY14-0060 chromosome, complete genome.",5210826,"circular",1902278,1915982,"NZ_AP022877.1"
"5021",5021,5021,"GCF_021655215.1_NZ_AP022964.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655215.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_021655215.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655215.1\",8,"NZ_AP022964.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655215.1\GCF_021655215.1.gbk","Bacillus cereus strain J62 chromosome, complete genome.",5459613,"circular",1954727,1968431,"NZ_AP022964.1"
"5022",5022,5022,"GCF_021655135.1_NZ_AP022934.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655135.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_021655135.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655135.1\",8,"NZ_AP022934.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655135.1\GCF_021655135.1.gbk","Bacillus cereus strain J7 chromosome, complete genome.",5355432,"circular",1893399,1907103,"NZ_AP022934.1"
"5023",5023,5023,"GCF_023824055.1_NZ_CP085402.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023824055.1\index.html","#r1c3","NI-siderophore","petrobactin",1,"Bacillus","GCF_023824055.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023824055.1\",8,"NZ_CP085402.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023824055.1\GCF_023824055.1.gbk","Bacillus anthracis strain CMF9 chromosome, complete genome.",5324354,"circular",1969158,1982862,"NZ_CP085402.1"
"5024",5024,5024,"GCF_021655315.1_NZ_AP022986.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655315.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_021655315.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655315.1\",6,"NZ_AP022986.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021655315.1\GCF_021655315.1.gbk","Bacillus cereus strain 30052 chromosome, complete genome.",5269264,"circular",1947270,1960974,"NZ_AP022986.1"
"5025",5025,5025,"GCF_021654995.1_NZ_AP022907.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654995.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_021654995.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654995.1\",6,"NZ_AP022907.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654995.1\GCF_021654995.1.gbk","Bacillus cereus strain MRY14-0100 chromosome, complete genome.",5203820,"circular",1857845,1871549,"NZ_AP022907.1"
"5026",5026,5026,"GCF_021654935.1_NZ_AP022886.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654935.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_021654935.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654935.1\",6,"NZ_AP022886.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021654935.1\GCF_021654935.1.gbk","Bacillus cereus strain MRY14-0074 chromosome, complete genome.",5250560,"circular",1913059,1926760,"NZ_AP022886.1"
"5027",5027,5027,"GCF_030067875.1_NZ_CP125992.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030067875.1\index.html","#r1c4","NI-siderophore","petrobactin",1,"Bacillus","GCF_030067875.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030067875.1\",10,"NZ_CP125992.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030067875.1\GCF_030067875.1.gbk","Bacillus cereus strain FFI_gr_36 chromosome, complete genome.",5352352,"circular",1903676,1917381,"NZ_CP125992.1"
"5028",5028,5028,"GCF_025946485.2_NZ_CP109872.2.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025946485.2\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_025946485.2","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025946485.2\",10,"NZ_CP109872.2","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025946485.2\GCF_025946485.2.gbk","Bacillus cereus strain BC38B chromosome, complete genome.",5189064,"circular",1868169,1881874,"NZ_CP109872.2"
"5029",5029,5029,"GCF_046619515.1_NZ_CP177046.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_046619515.1\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_046619515.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_046619515.1\",8,"NZ_CP177046.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_046619515.1\GCF_046619515.1.gbk","Bacillus thuringiensis strain MPB12 chromosome, complete genome.",5176446,"circular",1869210,1882915,"NZ_CP177046.1"
"5030",5030,5030,"GCF_038069635.2_NZ_CP168764.1.region002",1,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_038069635.2\index.html","#r1c2","NI-siderophore","petrobactin",1,"Bacillus","GCF_038069635.2","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_038069635.2\",8,"NZ_CP168764.1","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_038069635.2\GCF_038069635.2.gbk","Bacillus anthracis strain Z03-J001 chromosome, complete genome.",5200120,"circular",1885572,1899277,"NZ_CP168764.1"
