Subfolder,File,Subset,Locus.id
GCF_009662155.1,NZ_CP045819.1.region006.gbk,0,
GCF_009662155.1,NZ_CP045819.1.region007.gbk,1,GII82_RS11005
GCF_009662155.1,NZ_CP045819.1.region008.gbk,1,GII82_RS16415
GCF_009662155.1,NZ_CP045819.1.region009.gbk,0,
GCF_009662155.1,NZ_CP045819.1.region010.gbk,0,
GCF_009662155.1,NZ_CP045819.1.region011.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region001.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region002.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region003.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region004.gbk,1,GII81_RS09025
GCF_009662175.1,NZ_CP045820.1.region005.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region006.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region007.gbk,1,GII81_RS12075
GCF_009662175.1,NZ_CP045820.1.region008.gbk,1,GII81_RS17480
GCF_009662175.1,NZ_CP045820.1.region009.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region010.gbk,0,
GCF_009662175.1,NZ_CP045820.1.region011.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region001.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region002.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region003.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region004.gbk,1,GII78_RS09075
GCF_009662195.1,NZ_CP045824.1.region005.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region006.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region007.gbk,1,GII78_RS11940
GCF_009662195.1,NZ_CP045824.1.region008.gbk,1,GII78_RS17320
GCF_009662195.1,NZ_CP045824.1.region009.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region010.gbk,0,
GCF_009662195.1,NZ_CP045824.1.region011.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region001.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region002.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region003.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region004.gbk,1,GII80_RS09095
GCF_009662215.1,NZ_CP045821.1.region005.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region006.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region007.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region008.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region009.gbk,1,GII80_RS17190
GCF_009662215.1,NZ_CP045821.1.region010.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region011.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region012.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region013.gbk,0,
GCF_009662215.1,NZ_CP045821.1.region014.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region001.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region002.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region003.gbk,1,GII77_RS09820
GCF_009662235.1,NZ_CP045825.1.region004.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region005.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region006.gbk,1,GII77_RS11585
GCF_009662235.1,NZ_CP045825.1.region007.gbk,1,GII77_RS16700
GCF_009662235.1,NZ_CP045825.1.region008.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region009.gbk,0,
GCF_009662235.1,NZ_CP045825.1.region010.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region001.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region002.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region003.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region004.gbk,1,GII79_RS09025
GCF_009662255.1,NZ_CP045823.1.region005.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region006.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region007.gbk,1,GII79_RS11845
GCF_009662255.1,NZ_CP045823.1.region008.gbk,1,GII79_RS17250
GCF_009662255.1,NZ_CP045823.1.region009.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region010.gbk,0,
GCF_009662255.1,NZ_CP045823.1.region011.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region001.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region002.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region003.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region004.gbk,1,GII76_RS09620
GCF_009662275.1,NZ_CP045826.1.region005.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region006.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region007.gbk,1,GII76_RS11520
GCF_009662275.1,NZ_CP045826.1.region008.gbk,1,GII76_RS16900
GCF_009662275.1,NZ_CP045826.1.region009.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region010.gbk,0,
GCF_009662275.1,NZ_CP045826.1.region011.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region001.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region002.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region003.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region004.gbk,1,GII86_RS11260
GCF_009662335.1,NZ_CP045816.1.region005.gbk,1,GII86_RS17105
GCF_009662335.1,NZ_CP045816.1.region006.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region007.gbk,0,
GCF_009662335.1,NZ_CP045816.1.region008.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region001.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region002.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region003.gbk,1,GII85_RS09020
GCF_009662355.1,NZ_CP045817.1.region004.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region005.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region006.gbk,1,GII85_RS10755
GCF_009662355.1,NZ_CP045817.1.region007.gbk,1,GII85_RS16085
GCF_009662355.1,NZ_CP045817.1.region008.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region009.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region010.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region011.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region012.gbk,0,
GCF_009662355.1,NZ_CP045817.1.region013.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region001.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region002.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region003.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region004.gbk,1,GII83_RS09030
GCF_009662375.1,NZ_CP045818.1.region005.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region006.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region007.gbk,1,GII83_RS10930
GCF_009662375.1,NZ_CP045818.1.region008.gbk,1,GII83_RS16320
GCF_009662375.1,NZ_CP045818.1.region009.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region010.gbk,0,
GCF_009662375.1,NZ_CP045818.1.region011.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region001.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region002.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region003.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region004.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region005.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region006.gbk,1,GII88_RS12495
GCF_009662395.1,NZ_CP045814.1.region007.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region008.gbk,1,"GII88_RS20220,GII88_RS20240"
GCF_009662395.1,NZ_CP045814.1.region009.gbk,0,
GCF_009662395.1,NZ_CP045814.1.region010.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region001.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region002.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region003.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region004.gbk,1,GII89_RS09220
GCF_009662415.1,NZ_CP045812.1.region005.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region006.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region007.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region008.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region009.gbk,1,GII89_RS17290
GCF_009662415.1,NZ_CP045812.1.region010.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region011.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region012.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region013.gbk,0,
GCF_009662415.1,NZ_CP045812.1.region014.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region001.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region002.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region003.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region004.gbk,1,GII87_RS09235
GCF_009662435.1,NZ_CP045922.1.region005.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region006.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region007.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region008.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region009.gbk,1,GII87_RS17320
GCF_009662435.1,NZ_CP045922.1.region010.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region011.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region012.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region013.gbk,0,
GCF_009662435.1,NZ_CP045922.1.region014.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region001.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region002.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region003.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region004.gbk,1,GII90_RS09095
GCF_009662455.1,NZ_CP045811.1.region005.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region006.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region007.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region008.gbk,1,GII90_RS16205
GCF_009662455.1,NZ_CP045811.1.region009.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region010.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region011.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region012.gbk,0,
GCF_009662455.1,NZ_CP045811.1.region013.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region001.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region002.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region003.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region004.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region005.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region006.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region007.gbk,1,GI367_RS06330
GCF_009663035.1,NZ_CP045926.1.region008.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region009.gbk,1,"GI367_RS10780,GI367_RS10785"
GCF_009663035.1,NZ_CP045926.1.region010.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region011.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region012.gbk,0,
GCF_009663035.1,NZ_CP045926.1.region013.gbk,1,GI367_RS18850
GCF_009664145.1,NZ_CP041192.1.region001.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region002.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region003.gbk,1,BvL003_RS03545
GCF_009664145.1,NZ_CP041192.1.region004.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region005.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region006.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region007.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region008.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region009.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region010.gbk,1,BvL003_RS10155
GCF_009664145.1,NZ_CP041192.1.region011.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region012.gbk,1,"BvL003_RS15105,BvL003_RS15110"
GCF_009664145.1,NZ_CP041192.1.region013.gbk,0,
GCF_009664145.1,NZ_CP041192.1.region014.gbk,0,
GCF_009665145.1,NZ_CP046448.1.region001.gbk,0,
GCF_009665145.1,NZ_CP046448.1.region002.gbk,0,
GCF_009665145.1,NZ_CP046448.1.region003.gbk,1,GFX43_RS05740
GCF_009665145.1,NZ_CP046448.1.region004.gbk,1,GFX43_RS10765
GCF_009665145.1,NZ_CP046448.1.region005.gbk,0,
GCF_009665145.1,NZ_CP046448.1.region006.gbk,0,
GCF_009665145.1,NZ_CP046448.1.region007.gbk,1,GFX43_RS12475
GCF_009665145.1,NZ_CP046448.1.region008.gbk,0,
GCF_009665145.1,NZ_CP046448.1.region009.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region001.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region002.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region003.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region004.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region005.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region006.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region007.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region008.gbk,1,GG619_RS10235
GCF_009738165.1,NZ_CP045711.1.region009.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region010.gbk,1,"GG619_RS15005,GG619_RS15010"
GCF_009738165.1,NZ_CP045711.1.region011.gbk,0,
GCF_009738165.1,NZ_CP045711.1.region012.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region001.gbk,1,EUC39_RS02620
GCF_009739925.1,NZ_CP040334.1.region002.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region003.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region004.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region005.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region006.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region007.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region008.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region009.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region010.gbk,1,EUC39_RS20330
GCF_009739925.1,NZ_CP040334.1.region011.gbk,1,EUC39_RS22045
GCF_009739925.1,NZ_CP040334.1.region012.gbk,0,
GCF_009739925.1,NZ_CP040334.1.region013.gbk,0,
GCF_009739945.1,NZ_CP040336.1.region001.gbk,0,
GCF_009739945.1,NZ_CP040336.1.region002.gbk,0,
GCF_009739945.1,NZ_CP040336.1.region003.gbk,0,
GCF_009739945.1,NZ_CP040336.1.region004.gbk,0,
GCF_009739945.1,NZ_CP040336.1.region005.gbk,1,EUC40_RS14670
GCF_009739945.1,NZ_CP040336.1.region006.gbk,1,EUC40_RS16410
GCF_009739945.1,NZ_CP040336.1.region007.gbk,0,
GCF_009739945.1,NZ_CP040336.1.region008.gbk,0,
GCF_009739965.1,NZ_CP040340.1.region001.gbk,1,EUC38_RS05605
GCF_009739965.1,NZ_CP040340.1.region002.gbk,0,
GCF_009739965.1,NZ_CP040340.1.region003.gbk,1,EUC38_RS12890
GCF_009739965.1,NZ_CP040340.1.region004.gbk,1,EUC38_RS14615
GCF_009739965.1,NZ_CP040340.1.region005.gbk,0,
GCF_009739965.1,NZ_CP040340.1.region006.gbk,0,
GCF_009739965.1,NZ_CP040340.1.region007.gbk,0,
GCF_009739965.1,NZ_CP040340.1.region008.gbk,0,
GCF_009739965.1,NZ_CP040340.1.region009.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region001.gbk,1,EQK03_RS03705
GCF_009739985.1,NZ_CP040342.1.region002.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region003.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region004.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region005.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region006.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region007.gbk,0,
GCF_009739985.1,NZ_CP040342.1.region008.gbk,1,EQK03_RS21590
GCF_009739985.1,NZ_CP040342.1.region009.gbk,1,EQK03_RS23245
GCF_009739985.1,NZ_CP040342.1.region010.gbk,0,
GCF_009739985.1,NZ_CP040343.1.region001.gbk,0,
GCF_009740005.1,NZ_CP040344.1.region001.gbk,0,
GCF_009740005.1,NZ_CP040344.1.region002.gbk,1,EQO03_RS17985
GCF_009740005.1,NZ_CP040344.1.region003.gbk,1,EQO03_RS19995
GCF_009740005.1,NZ_CP040344.1.region004.gbk,0,
GCF_009740005.1,NZ_CP040344.1.region005.gbk,0,
GCF_009740005.1,NZ_CP040344.1.region006.gbk,0,
GCF_009740005.1,NZ_CP040344.1.region007.gbk,0,
GCF_009740005.1,NZ_CP040344.1.region008.gbk,0,
GCF_009740005.1,NZ_CP040345.1.region001.gbk,0,
GCF_009740005.1,NZ_CP040345.1.region002.gbk,0,
GCF_009740005.1,NZ_CP040345.1.region003.gbk,1,"EQO03_RS30735,EQO03_RS28925"
GCF_009759805.1,NZ_CP046653.1.region001.gbk,0,
GCF_009759805.1,NZ_CP046653.1.region002.gbk,0,
GCF_009759805.1,NZ_CP046653.1.region003.gbk,0,
GCF_009759805.1,NZ_CP046653.1.region004.gbk,0,
GCF_009759805.1,NZ_CP046653.1.region005.gbk,0,
GCF_009759805.1,NZ_CP046653.1.region006.gbk,0,
GCF_009759805.1,NZ_CP046653.1.region007.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region001.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region002.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region003.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region004.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region005.gbk,1,GPY14_RS04210
GCF_009789615.1,NZ_CP046918.1.region006.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region007.gbk,1,"GPY14_RS08990,GPY14_RS08995"
GCF_009789615.1,NZ_CP046918.1.region008.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region009.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region010.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region011.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region012.gbk,0,
GCF_009789615.1,NZ_CP046918.1.region013.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region001.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region002.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region003.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region004.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region005.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region006.gbk,0,
GCF_009799965.1,NZ_CP047085.1.region007.gbk,0,
GCF_009799965.1,NZ_CP047086.1.region001.gbk,1,GQZ26_RS27610
GCF_009799965.1,NZ_CP047087.1.region001.gbk,0,
GCF_009799965.1,NZ_CP047087.1.region002.gbk,0,
GCF_009806595.1,NZ_CP047097.1.region001.gbk,0,
GCF_009806595.1,NZ_CP047097.1.region002.gbk,1,FOC06_RS05120
GCF_009806595.1,NZ_CP047097.1.region003.gbk,1,FOC06_RS06905
GCF_009806595.1,NZ_CP047097.1.region004.gbk,0,
GCF_009806595.1,NZ_CP047097.1.region005.gbk,0,
GCF_009806595.1,NZ_CP047097.1.region006.gbk,0,
GCF_009806595.1,NZ_CP047097.1.region007.gbk,0,
GCF_009806615.1,NZ_CP047098.1.region001.gbk,0,
GCF_009806615.1,NZ_CP047098.1.region002.gbk,1,FOC09_RS00935
GCF_009806615.1,NZ_CP047098.1.region003.gbk,1,FOC09_RS02715
GCF_009806615.1,NZ_CP047098.1.region004.gbk,0,
GCF_009806615.1,NZ_CP047098.1.region005.gbk,0,
GCF_009806615.1,NZ_CP047098.1.region006.gbk,0,
GCF_009806615.1,NZ_CP047098.1.region007.gbk,0,
GCF_009806635.1,NZ_CP047099.1.region001.gbk,0,
GCF_009806635.1,NZ_CP047099.1.region002.gbk,1,FOC08_RS11390
GCF_009806635.1,NZ_CP047099.1.region003.gbk,1,FOC08_RS13175
GCF_009806635.1,NZ_CP047099.1.region004.gbk,0,
GCF_009806635.1,NZ_CP047099.1.region005.gbk,0,
GCF_009806635.1,NZ_CP047099.1.region006.gbk,0,
GCF_009806635.1,NZ_CP047099.1.region007.gbk,0,
GCF_009806655.1,NZ_CP047104.1.region001.gbk,0,
GCF_009806655.1,NZ_CP047104.1.region002.gbk,0,
GCF_009806655.1,NZ_CP047104.1.region003.gbk,0,
GCF_009806655.1,NZ_CP047104.1.region004.gbk,0,
GCF_009806655.1,NZ_CP047104.1.region005.gbk,0,
GCF_009806655.1,NZ_CP047104.1.region006.gbk,1,FOC14_RS25125
GCF_009806655.1,NZ_CP047104.1.region007.gbk,1,FOC14_RS26910
GCF_009806675.1,NZ_CP047107.1.region001.gbk,0,
GCF_009806675.1,NZ_CP047107.1.region002.gbk,0,
GCF_009806675.1,NZ_CP047107.1.region003.gbk,0,
GCF_009806675.1,NZ_CP047107.1.region004.gbk,0,
GCF_009806675.1,NZ_CP047107.1.region005.gbk,0,
GCF_009806675.1,NZ_CP047107.1.region006.gbk,1,FOC13_RS24810
GCF_009806675.1,NZ_CP047107.1.region007.gbk,1,FOC13_RS26590
GCF_009806695.1,NZ_CP047111.1.region001.gbk,0,
GCF_009806695.1,NZ_CP047111.1.region002.gbk,0,
GCF_009806695.1,NZ_CP047111.1.region003.gbk,0,
GCF_009806695.1,NZ_CP047111.1.region004.gbk,1,FOC12_RS03465
GCF_009806695.1,NZ_CP047111.1.region005.gbk,1,FOC12_RS05245
GCF_009806695.1,NZ_CP047111.1.region006.gbk,0,
GCF_009806695.1,NZ_CP047111.1.region007.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region001.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region002.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region003.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region004.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region005.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region006.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region007.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region008.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region009.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region010.gbk,1,GRT15_RS10350
GCF_009834085.1,NZ_CP047157.1.region011.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region012.gbk,0,
GCF_009834085.1,NZ_CP047157.1.region013.gbk,1,"GRT15_RS14895,GRT15_RS14890"
GCF_009834085.1,NZ_CP047157.1.region014.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region001.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region002.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region003.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region004.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region005.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region006.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region007.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region008.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region009.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region010.gbk,0,
GCF_009856975.1,NZ_CP047268.1.region011.gbk,1,"GKS41_RS17550,GKS41_RS17555"
GCF_009856975.1,NZ_CP047268.1.region012.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region001.gbk,1,GSY53_RS03065
GCF_009857115.1,NZ_CP047325.1.region002.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region003.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region004.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region005.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region006.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region007.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region008.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region009.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region010.gbk,1,GSY53_RS16915
GCF_009857115.1,NZ_CP047325.1.region011.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region012.gbk,0,
GCF_009857115.1,NZ_CP047325.1.region013.gbk,0,
GCF_009861435.1,NZ_CP046398.1.region001.gbk,1,GD442_RS02170
GCF_009861435.1,NZ_CP046398.1.region002.gbk,0,
GCF_009861435.1,NZ_CP046398.1.region003.gbk,1,GD442_RS09325
GCF_009861435.1,NZ_CP046398.1.region004.gbk,1,GD442_RS11030
GCF_009861435.1,NZ_CP046398.1.region005.gbk,0,
GCF_009861435.1,NZ_CP046398.1.region006.gbk,0,
GCF_009861435.1,NZ_CP046398.1.region007.gbk,0,
GCF_009861435.1,NZ_CP046398.1.region008.gbk,0,
GCF_009861435.1,NZ_CP046398.1.region009.gbk,0,
GCF_009861435.1,NZ_CP046399.1.region001.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region001.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region002.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region003.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region004.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region005.gbk,1,Bateq7PJ16_RS12225
GCF_009866865.1,NZ_CP023409.1.region006.gbk,1,Bateq7PJ16_RS17585
GCF_009866865.1,NZ_CP023409.1.region007.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region008.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region009.gbk,0,
GCF_009866865.1,NZ_CP023409.1.region010.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region001.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region002.gbk,1,GTW28_RS09430
GCF_009884005.1,NZ_CP047485.1.region003.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region004.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region005.gbk,1,GTW28_RS11185
GCF_009884005.1,NZ_CP047485.1.region006.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region007.gbk,1,GTW28_RS16560
GCF_009884005.1,NZ_CP047485.1.region008.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region009.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region010.gbk,0,
GCF_009884005.1,NZ_CP047485.1.region011.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region001.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region002.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region003.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region004.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region005.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region006.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region007.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region008.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region009.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region010.gbk,1,GNE05_RS10670
GCF_009906915.1,NZ_CP047644.1.region011.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region012.gbk,1,"GNE05_RS16295,GNE05_RS16300"
GCF_009906915.1,NZ_CP047644.1.region013.gbk,0,
GCF_009906915.1,NZ_CP047644.1.region014.gbk,0,
GCF_009913255.1,NZ_CP028201.1.region001.gbk,0,
GCF_009913255.1,NZ_CP028201.1.region002.gbk,0,
GCF_009913255.1,NZ_CP028201.1.region003.gbk,1,C7M16_RS07985
GCF_009913255.1,NZ_CP028201.1.region004.gbk,0,
GCF_009913255.1,NZ_CP028201.1.region005.gbk,0,
GCF_009913255.1,NZ_CP028201.1.region006.gbk,1,C7M16_RS09715
GCF_009913255.1,NZ_CP028201.1.region007.gbk,0,
GCF_009913255.1,NZ_CP028201.1.region008.gbk,1,C7M16_RS14715
