Tag,gbk_path,ACCESSION,VERSION
AS857_RS22605,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001445655.1\GCF_001445655.1.gbk,NZ_LNBE01000004,NZ_LNBE01000004.1
AS857_RS23115,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001445655.1\GCF_001445655.1.gbk,NZ_LNBE01000004,NZ_LNBE01000004.1
AS857_RS26255,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001445655.1\GCF_001445655.1.gbk,NZ_LNBE01000004,NZ_LNBE01000004.1
AS857_RS26940,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001445655.1\GCF_001445655.1.gbk,NZ_LNBE01000004,NZ_LNBE01000004.1
AS857_RS35115,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001445655.1\GCF_001445655.1.gbk,NZ_LNBE01000006,NZ_LNBE01000006.1
AS857_RS36160,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001445655.1\GCF_001445655.1.gbk,NZ_LNBE01000008,NZ_LNBE01000008.1
SHL15_RS07810,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001447075.1\GCF_001447075.1.gbk,NZ_CP013219,NZ_CP013219.1
SHL15_RS13950,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001447075.1\GCF_001447075.1.gbk,NZ_CP013219,NZ_CP013219.1
SHL15_RS36150,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001447075.1\GCF_001447075.1.gbk,NZ_CP013219,NZ_CP013219.1
AS200_RS28465,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001484565.1\GCF_001484565.1.gbk,NZ_CP013743,NZ_CP013743.1
AS200_RS35495,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001484565.1\GCF_001484565.1.gbk,NZ_CP013743,NZ_CP013743.1
AVL59_RS26220,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001542625.1\GCF_001542625.1.gbk,NZ_CP016279,NZ_CP016279.1
AVL59_RS34675,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001542625.1\GCF_001542625.1.gbk,NZ_CP016279,NZ_CP016279.1
AVL59_RS41570,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001542625.1\GCF_001542625.1.gbk,NZ_CP016279,NZ_CP016279.1
Salbus254_RS01055,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS01385,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS01950,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS03530,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS03900,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS04535,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS05055,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS05340,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS09555,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS12720,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS13945,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS16495,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS23940,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
Salbus254_RS30120,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001577385.1\GCF_001577385.1.gbk,NZ_CP014485,NZ_CP014485.1
AS97_RS00785,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS06570,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS07135,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS11695,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS15390,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS27650,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS38435,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
AS97_RS43390,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\GCF_001598115.1.gbk,NZ_CP007153,NZ_CP007153.1
A4E84_RS01335,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
A4E84_RS06345,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
A4E84_RS08060,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
A4E84_RS14655,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
A4E84_RS32285,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
A4E84_RS35365,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
A4E84_RS45000,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001611795.1\GCF_001611795.1.gbk,NZ_CP015098,NZ_CP015098.1
SAM40697_RS01640,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS02435,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS03480,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS07585,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS10885,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS13110,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS27890,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
SAM40697_RS32345,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001632865.1\GCF_001632865.1.gbk,NZ_CP012949,NZ_CP012949.1
A6P39_RS26435,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001636945.2\GCF_001636945.2.gbk,NZ_CP119133,NZ_CP119133.1
A6P39_RS32845,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001636945.2\GCF_001636945.2.gbk,NZ_CP119133,NZ_CP119133.1
A6P39_RS35215,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001636945.2\GCF_001636945.2.gbk,NZ_CP119133,NZ_CP119133.1
A7B19_RS01880,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001650215.1\GCF_001650215.1.gbk,NZ_CP015726,NZ_CP015726.1
A7B19_RS04230,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001650215.1\GCF_001650215.1.gbk,NZ_CP015726,NZ_CP015726.1
A7B19_RS09360,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001650215.1\GCF_001650215.1.gbk,NZ_CP015726,NZ_CP015726.1
A7B19_RS13755,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001650215.1\GCF_001650215.1.gbk,NZ_CP015726,NZ_CP015726.1
A7B19_RS28210,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001650215.1\GCF_001650215.1.gbk,NZ_CP015726,NZ_CP015726.1
A7B19_RS45405,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001650215.1\GCF_001650215.1.gbk,NZ_CP015726,NZ_CP015726.1
A8713_RS00170,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS00275,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS00385,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS05715,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS08735,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS11125,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS28945,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS29015,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS29310,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS29315,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
A8713_RS31225,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001654495.1\GCF_001654495.1.gbk,NZ_CP015849,NZ_CP015849.1
Spa2297_RS00635,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS01685,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS01715,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS06245,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS09490,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS11775,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS30470,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS31085,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
Spa2297_RS31675,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001660045.1\GCF_001660045.1.gbk,NZ_CP015866,NZ_CP015866.1
SLINC_RS01930,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS09620,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS10825,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS16805,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS28385,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS34465,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS36505,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS37190,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS41145,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
SLINC_RS49080,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\GCF_001685355.1.gbk,NZ_CP016438,NZ_CP016438.1
BB341_RS01540,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS05275,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS18200,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS20700,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS23775,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS25810,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS25860,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BB341_RS27105,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001693675.1\GCF_001693675.1.gbk,NZ_CP016559,NZ_CP016559.1
BEN82_RS01385,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS07290,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS14400,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS16870,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS18155,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS21230,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS25315,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS25600,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS26090,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS26720,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS27095,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS28735,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS29305,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
BEN82_RS29625,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001704195.1\GCF_001704195.1.gbk,NZ_CP016824,NZ_CP016824.1
SL103_RS10300,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001729485.1\GCF_001729485.1.gbk,NZ_CP017157,NZ_CP017157.1
SL103_RS11410,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001729485.1\GCF_001729485.1.gbk,NZ_CP017157,NZ_CP017157.1
SL103_RS14570,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001729485.1\GCF_001729485.1.gbk,NZ_CP017157,NZ_CP017157.1
SL103_RS24480,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001729485.1\GCF_001729485.1.gbk,NZ_CP017157,NZ_CP017157.1
SL103_RS32745,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001729485.1\GCF_001729485.1.gbk,NZ_CP017157,NZ_CP017157.1
BFF78_RS26585,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001735805.1\GCF_001735805.1.gbk,NZ_CP017248,NZ_CP017248.1
BFF78_RS33450,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001735805.1\GCF_001735805.1.gbk,NZ_CP017248,NZ_CP017248.1
BFF78_RS37535,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001735805.1\GCF_001735805.1.gbk,NZ_CP017248,NZ_CP017248.1
A4G23_RS04200,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
A4G23_RS08985,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
A4G23_RS11125,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
A4G23_RS22145,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
A4G23_RS23405,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
A4G23_RS23525,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
A4G23_RS25580,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001750785.1\GCF_001750785.1.gbk,NZ_CP017316,NZ_CP017316.1
BC342_RS00285,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS00545,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS01760,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS01790,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS05880,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS08980,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS11845,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS28710,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS30930,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS33155,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
BC342_RS33740,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001767375.1\GCF_001767375.1.gbk,NZ_CP016795,NZ_CP016795.1
vnz_RS00770,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS03740,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS05965,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS09845,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS13165,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS27805,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS30460,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS35110,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS35140,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
vnz_RS36735,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001886595.1\GCF_001886595.1.gbk,NZ_CP018074,NZ_CP018074.1
TK78_RS00585,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS01255,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS01725,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS01780,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS05550,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS06505,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS08505,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS13895,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS14705,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS15945,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS22605,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
TK78_RS25980,\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001931635.1\GCF_001931635.1.gbk,NZ_CP010833,NZ_CP010833.1
