"","sider_index","dataname","gbk_path","receptor_index","absolute_distance","relative_distance","most_similar_siderophore"
"513",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",3,7628736,0.65129559290952,"coelichelin"
"514",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",4,7220215,0.616418527179235,"coelichelin"
"515",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",5,6202717,0.529550668179494,"coelichelin"
"516",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",6,6087124,0.519682033130229,"coelichelin"
"517",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",7,5387070,0.459915633428013,"coelichelin"
"518",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",8,4111362,0.35100335775883,"coelichelin"
"519",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",9,2659048,0.227013524092965,"coelichelin"
"520",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",10,2480108,0.21173670321527,"coelichelin"
"521",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",11,1030580,0.0879847214716426,"coelichelin"
"522",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",12,853548,0.072870794157346,"coelichelin"
"523",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",13,0,0,"coelichelin"
"524",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",14,0,0,"coelichelin"
"525",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",15,1125693,0.0961048973079021,"coelichelin"
"526",38,"GCF_035957715.1_NZ_CP108382.1.region023","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\GCF_035957715.1.gbk",16,1336736,0.114122479226375,"coelichelin"
"527",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",1,8697666,0.748521016106815,"coelichelin"
"528",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",2,7748122,0.66680327255146,"coelichelin"
"529",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",3,7240253,0.623096073409857,"coelichelin"
"530",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",4,6831523,0.587920775242125,"coelichelin"
"531",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",5,5812515,0.500224960803979,"coelichelin"
"532",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",6,5723111,0.49253085379596,"coelichelin"
"533",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",7,5017756,0.431828012215699,"coelichelin"
"534",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",8,3741499,0.321993352382424,"coelichelin"
"535",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",9,2294180,0.197437099186372,"coelichelin"
"536",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",10,2118054,0.182279698053375,"coelichelin"
"537",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",11,954198,0.0821182667312231,"coelichelin"
"538",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",12,776564,0.0668310871390063,"coelichelin"
"539",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",13,0,0,"coelichelin"
"540",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",14,0,0,"coelichelin"
"541",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",15,974328,0.0838506542538332,"coelichelin"
"542",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",16,1193571,0.102718703812681,"coelichelin"
"543",39,"GCF_045040175.1_NZ_CP109531.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\GCF_045040175.1.gbk",17,1861153,0.160170801533451,"coelichelin"
"544",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",1,9372401,0.765737866592961,"coelichelin"
"545",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",2,7884020,0.644135121296692,"coelichelin"
"546",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",3,7447534,0.608473623411818,"coelichelin"
"547",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",4,6456755,0.527525636047096,"coelichelin"
"548",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",5,6252402,0.510829718933448,"coelichelin"
"549",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",6,5570441,0.455112580791407,"coelichelin"
"550",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",7,2794957,0.228351775644156,"coelichelin"
"551",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",8,824760,0.067384010015279,"coelichelin"
"552",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",9,0,0,"coelichelin"
"553",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",10,0,0,"coelichelin"
"554",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",11,912178,0.074526179116006,"coelichelin"
"555",40,"GCF_045162745.1_NZ_CP108690.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\GCF_045162745.1.gbk",12,2137904,0.174669654866513,"coelichelin"
"556",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",1,910579,0.0766114800567036,"coelichelin"
"557",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",2,0,0,"coelichelin"
"558",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",3,0,0,"coelichelin"
"559",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",4,797134,0.0670667954603833,"coelichelin"
"560",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",5,2286268,0.19235494700216,"coelichelin"
"561",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",6,3715210,0.312578850183746,"coelichelin"
"562",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",7,4948969,0.416381049688983,"coelichelin"
"563",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",8,5658092,0.47604304779376,"coelichelin"
"564",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",9,5742258,0.483124346429521,"coelichelin"
"565",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",10,6747980,0.567740674003062,"coelichelin"
"566",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",11,7149298,0.60150552686415,"coelichelin"
"567",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",12,8674218,0.729804530210447,"coelichelin"
"568",41,"GCF_045207355.1_NZ_CP108832.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\GCF_045207355.1.gbk",13,9295369,0.782065012221016,"coelichelin"
"569",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",1,925450,0.0763658739397422,"coelichelin"
"570",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",2,0,0,"coelichelin"
"571",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",3,0,0,"coelichelin"
"572",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",4,1157041,0.0954761976866533,"coelichelin"
"573",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",5,1328096,0.109591238549761,"coelichelin"
"574",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",6,2619250,0.21613411347633,"coelichelin"
"575",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",7,4029004,0.332463570767429,"coelichelin"
"576",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",8,5247598,0.43301897169425,"coelichelin"
"577",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",9,5923932,0.48882840168524,"coelichelin"
"578",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",10,6065909,0.500543997000322,"coelichelin"
"579",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",11,7089296,0.584991393006125,"coelichelin"
"580",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",12,7506649,0.61943034333988,"coelichelin"
"581",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",13,8948708,0.738425530338282,"coelichelin"
"582",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",14,9798458,0.808544825146533,"coelichelin"
"583",42,"GCF_045039855.1_NZ_CP108589.1.region010","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\GCF_045039855.1.gbk",15,9805517,0.809127316587605,"coelichelin"
"584",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",1,0,0,"coelichelin"
"585",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",2,1314757,0.119516681567349,"coelichelin"
"586",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",3,1377058,0.125180092203936,"coelichelin"
"587",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",4,3863184,0.351178911360865,"coelichelin"
"588",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",5,6642921,0.603868147371761,"coelichelin"
"589",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",6,6806710,0.618757224027929,"coelichelin"
"590",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",7,7663699,0.696660959409997,"coelichelin"
"591",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",8,8155055,0.741327189434409,"coelichelin"
"592",43,"GCF_009936315.1_NZ_AP019620.1.region004","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_009936315.1\GCF_009936315.1.gbk",9,8383301,0.762075665769596,"coelichelin"
"593",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",1,0,0,"coelichelin"
"594",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",2,1572550,0.151785310100801,"coelichelin"
"595",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",3,3945652,0.380841316568531,"coelichelin"
"596",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",4,6885021,0.664554416416345,"coelichelin"
"597",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",5,7785047,0.751426519375732,"coelichelin"
"598",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",6,8177361,0.789293361222977,"coelichelin"
"599",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",7,8400842,0.810864143002022,"coelichelin"
"600",44,"GCF_018069625.1_NZ_CP072941.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018069625.1\GCF_018069625.1.gbk",8,8723287,0.8419871052706,"coelichelin"
"601",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",1,5455117,0.687908913985992,"coelichelin"
"602",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",2,4727892,0.596203353871797,"coelichelin"
"603",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",3,4268220,0.538237142274545,"coelichelin"
"604",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",4,3052915,0.384983024588023,"coelichelin"
"605",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",5,356374,0.0449399804464036,"coelichelin"
"606",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",6,85440,0.0107742762640954,"coelichelin"
"607",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",7,0,0,"coelichelin"
"608",45,"GCF_002007685.1_NZ_CP019798.1.region022","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002007685.1\GCF_002007685.1.gbk",8,131270,0.0165535960345014,"coelichelin"
"609",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",1,5283310,0.710570907466717,"coelichelin"
"610",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",2,4568760,0.61446856974087,"coelichelin"
"611",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",3,4121693,0.554340959608505,"coelichelin"
"612",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",4,1190384,0.160098922666635,"coelichelin"
"613",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",5,320719,0.0431346241034158,"coelichelin"
"614",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",6,0,0,"coelichelin"
"615",46,"GCF_024666385.1_NZ_CP102514.1.region015","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024666385.1\GCF_024666385.1.gbk",7,171392,0.0230511117031814,"coelichelin"
"616",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",1,6076764,0.882489434258301,"coelichelin"
"617",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",2,5911199,0.858445491926005,"coelichelin"
"618",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",3,5870298,0.852505702203942,"coelichelin"
"619",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",4,5606851,0.814246985231052,"coelichelin"
"620",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",5,1858283,0.269866513388017,"coelichelin"
"621",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",6,1394667,0.202538537255803,"coelichelin"
"622",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",7,434393,0.0630841073992286,"coelichelin"
"623",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",8,0,0,"coelichelin"
"624",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",9,119921,0.017415357161425,"coelichelin"
"625",47,"GCF_036607905.1_NZ_CP144555.1.region021","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036607905.1\GCF_036607905.1.gbk",10,125748,0.0182615749729812,"coelichelin"
"626",48,"GCF_045206335.1_NZ_CP108125.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206335.1\GCF_045206335.1.gbk",1,569229,0.0734458516691306,"coelichelin"
"627",48,"GCF_045206335.1_NZ_CP108125.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206335.1\GCF_045206335.1.gbk",2,0,0,"coelichelin"
"628",48,"GCF_045206335.1_NZ_CP108125.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206335.1\GCF_045206335.1.gbk",3,593720,0.0766058494085794,"coelichelin"
"629",48,"GCF_045206335.1_NZ_CP108125.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206335.1\GCF_045206335.1.gbk",4,1948318,0.251385426308739,"coelichelin"
"630",48,"GCF_045206335.1_NZ_CP108125.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206335.1\GCF_045206335.1.gbk",5,6318162,0.815212838898823,"coelichelin"
"631",49,"GCF_037413555.1_NZ_CP147865.1.region018","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037413555.1\GCF_037413555.1.gbk",1,6262219,0.816641241522525,"coelichelin"
"632",49,"GCF_037413555.1_NZ_CP147865.1.region018","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037413555.1\GCF_037413555.1.gbk",2,1895488,0.247186129008112,"coelichelin"
"633",49,"GCF_037413555.1_NZ_CP147865.1.region018","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037413555.1\GCF_037413555.1.gbk",3,529683,0.0690747134096357,"coelichelin"
"634",49,"GCF_037413555.1_NZ_CP147865.1.region018","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037413555.1\GCF_037413555.1.gbk",4,0,0,"coelichelin"
"635",49,"GCF_037413555.1_NZ_CP147865.1.region018","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_037413555.1\GCF_037413555.1.gbk",5,596835,0.0778318476859554,"coelichelin"
"636",50,"GCF_003074055.1_NZ_CP029043.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\GCF_003074055.1.gbk",1,659634,0.0863279016478016,"coelichelin"
"637",50,"GCF_003074055.1_NZ_CP029043.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\GCF_003074055.1.gbk",2,0,0,"coelichelin"
"638",50,"GCF_003074055.1_NZ_CP029043.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\GCF_003074055.1.gbk",3,530766,0.0694626338939428,"coelichelin"
"639",50,"GCF_003074055.1_NZ_CP029043.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\GCF_003074055.1.gbk",4,1871796,0.244966482917419,"coelichelin"
"640",50,"GCF_003074055.1_NZ_CP029043.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\GCF_003074055.1.gbk",5,3407120,0.445898059017967,"coelichelin"
"641",50,"GCF_003074055.1_NZ_CP029043.1.region002","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003074055.1\GCF_003074055.1.gbk",6,6267036,0.820182203208495,"coelichelin"
