"dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strain_name","combined"
"GCF_001598115.1_NZ_CP007153.1.region043",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001598115.1\index.html","#r1c43","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_001598115.1","GCF_001598115.1_NZ_CP007153.1.region043_#r1c43"
"GCF_045161845.1_NZ_CP108856.1.region045",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161845.1\index.html","#r1c45","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045161845.1","GCF_045161845.1_NZ_CP108856.1.region045_#r1c45"
"GCF_036172715.1_NZ_CP108038.1.region027",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036172715.1\index.html","#r1c27","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036172715.1","GCF_036172715.1_NZ_CP108038.1.region027_#r1c27"
"GCF_041051855.1_NZ_CP163427.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041051855.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_041051855.1","GCF_041051855.1_NZ_CP163427.1.region021_#r1c21"
"GCF_045040375.1_NZ_CP109404.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040375.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040375.1","GCF_045040375.1_NZ_CP109404.1.region005_#r1c5"
"GCF_045039545.1_NZ_CP108654.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039545.1\index.html","#r1c24","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039545.1","GCF_045039545.1_NZ_CP108654.1.region024_#r1c24"
"GCF_045040335.1_NZ_CP109417.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040335.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040335.1","GCF_045040335.1_NZ_CP109417.1.region005_#r1c5"
"GCF_045040315.1_NZ_CP109419.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040315.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040315.1","GCF_045040315.1_NZ_CP109419.1.region005_#r1c5"
"GCF_036229765.1_NZ_CP109495.1.region005",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036229765.1\index.html","#r1c5","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036229765.1","GCF_036229765.1_NZ_CP109495.1.region005_#r1c5"
"GCF_036227585.1_NZ_CP109483.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227585.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036227585.1","GCF_036227585.1_NZ_CP109483.1.region029_#r1c29"
"GCF_045208155.1_NZ_CP109389.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208155.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045208155.1","GCF_045208155.1_NZ_CP109389.1.region004_#r1c4"
"GCF_045040435.1_NZ_CP109393.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040435.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040435.1","GCF_045040435.1_NZ_CP109393.1.region004_#r1c4"
"GCF_045040305.1_NZ_CP109421.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040305.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040305.1","GCF_045040305.1_NZ_CP109421.1.region004_#r1c4"
"GCF_045161855.1_NZ_CP108849.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161855.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045161855.1","GCF_045161855.1_NZ_CP108849.1.region029_#r1c29"
"GCF_001685355.1_NZ_CP016438.1.region025",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_001685355.1\index.html","#r1c25","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_001685355.1","GCF_001685355.1_NZ_CP016438.1.region025_#r1c25"
"GCF_003344445.1_NZ_CP022744.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003344445.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_003344445.1","GCF_003344445.1_NZ_CP022744.1.region026_#r1c26"
"GCF_014083905.1_NZ_CP046024.1.region025",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014083905.1\index.html","#r1c25","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_014083905.1","GCF_014083905.1_NZ_CP046024.1.region025_#r1c25"
"GCF_000177195.2_NC_015953.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000177195.2\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_000177195.2","GCF_000177195.2_NC_015953.1.region004_#r1c4"
"GCF_036228565.1_NZ_CP109492.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036228565.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036228565.1","GCF_036228565.1_NZ_CP109492.1.region006_#r1c6"
"GCF_035918155.1_NZ_CP109327.1.region013",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918155.1\index.html","#r1c13","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035918155.1","GCF_035918155.1_NZ_CP109327.1.region013_#r1c13"
"GCF_045162475.1_NZ_CP108734.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162475.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045162475.1","GCF_045162475.1_NZ_CP108734.1.region010_#r1c10"
"GCF_045286965.1_NZ_CP108276.1.region015",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045286965.1\index.html","#r1c15","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045286965.1","GCF_045286965.1_NZ_CP108276.1.region015_#r1c15"
"GCF_045208325.1_NZ_CP109381.1.region014",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208325.1\index.html","#r1c14","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045208325.1","GCF_045208325.1_NZ_CP109381.1.region014_#r1c14"
"GCF_036077095.1_NZ_CP107960.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036077095.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036077095.1","GCF_036077095.1_NZ_CP107960.1.region007_#r1c7"
"GCF_045208535.1_NZ_CP109330.1.region009",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208535.1\index.html","#r1c9","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045208535.1","GCF_045208535.1_NZ_CP109330.1.region009_#r1c9"
"GCF_045041115.1_NZ_CP108268.1.region015",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041115.1\index.html","#r1c15","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045041115.1","GCF_045041115.1_NZ_CP108268.1.region015_#r1c15"
"GCF_045040875.1_NZ_CP108309.1.region009",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040875.1\index.html","#r1c9","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045040875.1","GCF_045040875.1_NZ_CP108309.1.region009_#r1c9"
"GCF_036183285.1_NZ_CP108082.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036183285.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036183285.1","GCF_036183285.1_NZ_CP108082.1.region007_#r1c7"
"GCF_036346995.1_NZ_CP108876.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036346995.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036346995.1","GCF_036346995.1_NZ_CP108876.1.region007_#r1c7"
"GCF_036347015.1_NZ_CP108878.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347015.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036347015.1","GCF_036347015.1_NZ_CP108878.1.region007_#r1c7"
"GCF_036250835.1_NZ_CP109586.1.region008",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036250835.1\index.html","#r1c8","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036250835.1","GCF_036250835.1_NZ_CP109586.1.region008_#r1c8"
"GCF_036010645.1_NZ_CP108261.1.region020",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036010645.1\index.html","#r1c20","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036010645.1","GCF_036010645.1_NZ_CP108261.1.region020_#r1c20"
"GCF_035988225.1_NZ_CP108491.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035988225.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035988225.1","GCF_035988225.1_NZ_CP108491.1.region006_#r1c6"
"GCF_035917835.1_NZ_CP109115.1.region008",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917835.1\index.html","#r1c8","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035917835.1","GCF_035917835.1_NZ_CP109115.1.region008_#r1c8"
"GCF_045208425.1_NZ_CP109354.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208425.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045208425.1","GCF_045208425.1_NZ_CP109354.1.region007_#r1c7"
"GCF_045162615.1_NZ_CP108731.1.region020",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162615.1\index.html","#r1c20","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045162615.1","GCF_045162615.1_NZ_CP108731.1.region020_#r1c20"
"GCF_041438685.1_NZ_CP109157.1.region019",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041438685.1\index.html","#r1c19","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_041438685.1","GCF_041438685.1_NZ_CP109157.1.region019_#r1c19"
"GCF_042465715.1_NZ_CP118704.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_042465715.1\index.html","#r1c18","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_042465715.1","GCF_042465715.1_NZ_CP118704.1.region018_#r1c18"
"GCF_045209815.1_NZ_CP109258.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209815.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045209815.1","GCF_045209815.1_NZ_CP109258.1.region007_#r1c7"
"GCF_045162715.1_NZ_CP108703.1.region007",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162715.1\index.html","#r1c7","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045162715.1","GCF_045162715.1_NZ_CP108703.1.region007_#r1c7"
"GCF_045207295.1_NZ_CP108873.1.region021",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207295.1\index.html","#r1c21","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045207295.1","GCF_045207295.1_NZ_CP108873.1.region021_#r1c21"
"GCF_045039955.1_NZ_CP109575.1.region020",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039955.1\index.html","#r1c20","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039955.1","GCF_045039955.1_NZ_CP109575.1.region020_#r1c20"
"GCF_044497305.1_NZ_CP172415.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_044497305.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_044497305.1","GCF_044497305.1_NZ_CP172415.1.region001_#r1c1"
"GCF_036231985.1_NZ_CP109500.1.region019",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036231985.1\index.html","#r1c19","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036231985.1","GCF_036231985.1_NZ_CP109500.1.region019_#r1c19"
"GCF_036127095.1_NZ_CP108006.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036127095.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036127095.1","GCF_036127095.1_NZ_CP108006.1.region010_#r1c10"
"GCF_035978755.1_NZ_CP108414.1.region013",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035978755.1\index.html","#r1c13","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035978755.1","GCF_035978755.1_NZ_CP108414.1.region013_#r1c13"
"GCF_011751035.2_NZ_CP070373.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_011751035.2\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_011751035.2","GCF_011751035.2_NZ_CP070373.1.region004_#r1c4"
"GCF_036541015.1_NZ_CP144226.1.region014",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036541015.1\index.html","#r1c14","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036541015.1","GCF_036541015.1_NZ_CP144226.1.region014_#r1c14"
"GCF_036014195.1_NZ_CP107918.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036014195.1\index.html","#r1c6","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036014195.1","GCF_036014195.1_NZ_CP107918.1.region006_#r1c6"
"GCF_035953295.1_NZ_CP108370.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035953295.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035953295.1","GCF_035953295.1_NZ_CP108370.1.region002_#r1c2"
"GCF_035946055.1_NZ_CP108364.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035946055.1\index.html","#r1c18","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035946055.1","GCF_035946055.1_NZ_CP108364.1.region018_#r1c18"
"GCF_036206005.1_NZ_CP108143.1.region008",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036206005.1\index.html","#r1c8","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036206005.1","GCF_036206005.1_NZ_CP108143.1.region008_#r1c8"
"GCF_036227405.1_NZ_CP109473.1.region031",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227405.1\index.html","#r1c31","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036227405.1","GCF_036227405.1_NZ_CP109473.1.region031_#r1c31"
"GCF_045205785.1_NZ_CP108203.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045205785.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045205785.1","GCF_045205785.1_NZ_CP108203.1.region029_#r1c29"
"GCF_045039875.1_NZ_CP108587.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039875.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045039875.1","GCF_045039875.1_NZ_CP108587.1.region002_#r1c2"
"GCF_045039765.1_NZ_CP108613.1.region026",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039765.1\index.html","#r1c26","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_045039765.1","GCF_045039765.1_NZ_CP108613.1.region026_#r1c26"
"GCF_034668605.1_NZ_CP141102.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_034668605.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_034668605.1","GCF_034668605.1_NZ_CP141102.1.region001_#r1c1"
"GCF_036248545.1_NZ_CP109188.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036248545.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036248545.1","GCF_036248545.1_NZ_CP109188.1.region001_#r1c1"
"GCF_036250635.1_NZ_CP109202.1.region001",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036250635.1\index.html","#r1c1","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036250635.1","GCF_036250635.1_NZ_CP109202.1.region001_#r1c1"
"GCF_036226985.1_NZ_CP109209.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036226985.1\index.html","#r1c2","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036226985.1","GCF_036226985.1_NZ_CP109209.1.region002_#r1c2"
"GCF_036232025.1_NZ_CP109508.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036232025.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036232025.1","GCF_036232025.1_NZ_CP109508.1.region022_#r1c22"
"GCF_036250085.1_NZ_CP109200.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036250085.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_036250085.1","GCF_036250085.1_NZ_CP109200.1.region022_#r1c22"
"GCF_045039815.1_NZ_CP108605.1.region022",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039815.1\index.html","#r1c22","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045039815.1","GCF_045039815.1_NZ_CP108605.1.region022_#r1c22"
"GCF_013401535.1_NZ_CP058556.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_013401535.1\index.html","#r1c24","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_013401535.1","GCF_013401535.1_NZ_CP058556.1.region024_#r1c24"
"GCF_002094995.1_NZ_CP015362.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002094995.1\index.html","#r1c28","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_002094995.1","GCF_002094995.1_NZ_CP015362.1.region028_#r1c28"
"GCF_024365045.1_NZ_CP101397.1.region019",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_024365045.1\index.html","#r1c19","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_024365045.1","GCF_024365045.1_NZ_CP101397.1.region019_#r1c19"
"GCF_045040115.1_NZ_CP109550.1.region032",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040115.1\index.html","#r1c32","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_045040115.1","GCF_045040115.1_NZ_CP109550.1.region032_#r1c32"
"GCF_045039865.1_NZ_CP108588.1.region031",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039865.1\index.html","#r1c31","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_045039865.1","GCF_045039865.1_NZ_CP108588.1.region031_#r1c31"
"GCF_036227025.1_NZ_CP109211.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227025.1\index.html","#r1c28","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_036227025.1","GCF_036227025.1_NZ_CP109211.1.region028_#r1c28"
"GCF_039636755.1_NZ_CP142147.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_039636755.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_039636755.1","GCF_039636755.1_NZ_CP142147.1.region004_#r1c4"
"GCF_003610995.1_NZ_CP032543.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003610995.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_003610995.1","GCF_003610995.1_NZ_CP032543.1.region004_#r1c4"
"GCF_031760065.1_NZ_CP134500.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_031760065.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_031760065.1","GCF_031760065.1_NZ_CP134500.1.region004_#r1c4"
"GCF_018866325.1_NZ_CP076457.1.region028",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018866325.1\index.html","#r1c28","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_018866325.1","GCF_018866325.1_NZ_CP076457.1.region028_#r1c28"
"GCF_029906565.1_NZ_CP123780.1.region004",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_029906565.1\index.html","#r1c4","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_029906565.1","GCF_029906565.1_NZ_CP123780.1.region004_#r1c4"
"GCF_032121415.1_NZ_CP135079.1.region003",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_032121415.1\index.html","#r1c3","NRP-metallophore,NRPS","coelichelin",0.81,"Streptomyces","GCF_032121415.1","GCF_032121415.1_NZ_CP135079.1.region003_#r1c3"
"GCF_028747205.1_NZ_CP112880.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_028747205.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_028747205.1","GCF_028747205.1_NZ_CP112880.1.region029_#r1c29"
"GCF_045208405.1_NZ_CP109368.1.region029",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045208405.1\index.html","#r1c29","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_045208405.1","GCF_045208405.1_NZ_CP109368.1.region029_#r1c29"
"GCF_014489635.1_NZ_CP060828.1.region008",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_014489635.1\index.html","#r1c8","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_014489635.1","GCF_014489635.1_NZ_CP060828.1.region008_#r1c8"
"GCF_003268535.2_NZ_CP047019.1.region034",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_003268535.2\index.html","#r1c34","NRP-metallophore,NRPS","coelichelin",0.9,"Streptomyces","GCF_003268535.2","GCF_003268535.2_NZ_CP047019.1.region034_#r1c34"
"GCF_036873705.1_NZ_CP122369.1.region040",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036873705.1\index.html","#r1c40","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036873705.1","GCF_036873705.1_NZ_CP122369.1.region040_#r1c40"
"GCF_036873425.1_NZ_CP122560.1.region010",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036873425.1\index.html","#r1c10","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036873425.1","GCF_036873425.1_NZ_CP122560.1.region010_#r1c10"
"GCF_006088715.1_NZ_CP030771.1.region037",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_006088715.1\index.html","#r1c37","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_006088715.1","GCF_006088715.1_NZ_CP030771.1.region037_#r1c37"
"GCF_008704795.1_NZ_CP023690.1.region040",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_008704795.1\index.html","#r1c40","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_008704795.1","GCF_008704795.1_NZ_CP023690.1.region040_#r1c40"
"GCF_007363395.1_NZ_CP040916.1.region038",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_007363395.1\index.html","#r1c38","NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_007363395.1","GCF_007363395.1_NZ_CP040916.1.region038_#r1c38"
"GCF_036248275.1_NZ_CP109181.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036248275.1\index.html","#r1c6","nucleoside,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_036248275.1","GCF_036248275.1_NZ_CP109181.1.region006_#r1c6"
"GCF_045039565.1_NZ_CP108652.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039565.1\index.html","#r1c2","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_045039565.1","GCF_045039565.1_NZ_CP108652.1.region002_#r1c2"
"GCF_035917255.1_NZ_CP108472.1.region002",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917255.1\index.html","#r1c2","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035917255.1","GCF_035917255.1_NZ_CP108472.1.region002_#r1c2"
"GCF_036013915.1_NZ_CP107899.1.region015",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013915.1\index.html","#r1c15","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_036013915.1","GCF_036013915.1_NZ_CP107899.1.region015_#r1c15"
"GCF_035917295.1_NZ_CP108674.1.region006",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917295.1\index.html","#r1c6","T3PKS,NRP-metallophore,NRPS","coelichelin",1,"Streptomyces","GCF_035917295.1","GCF_035917295.1_NZ_CP108674.1.region006_#r1c6"
"GCF_041435455.1_NZ_CP108531.1.region018",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435455.1\index.html","#r1c18","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_041435455.1","GCF_041435455.1_NZ_CP108531.1.region018_#r1c18"
"GCF_045161715.1_NZ_CP109033.1.region024",5,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161715.1\index.html","#r1c24","NRP-metallophore,NRPS,T3PKS","coelichelin",1,"Streptomyces","GCF_045161715.1","GCF_045161715.1_NZ_CP109033.1.region024_#r1c24"
