"","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","filename","path","gbk_address"
"2877","GCF_041435135.1_NZ_CP108059.1.region021",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435135.1\index.html","#r1c21","NI-siderophore","0",0,"Streptomyces","NZ_CP108059.1.region021.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435135.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041435135.1\NZ_CP108059.1.region021.gbk"
"2878","GCF_036013955.1_NZ_CP107903.1.region022",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013955.1\index.html","#r1c22","NI-siderophore","0",0,"Streptomyces","NZ_CP107903.1.region022.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013955.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036013955.1\NZ_CP107903.1.region022.gbk"
"2879","GCF_036227485.1_NZ_CP109479.1.region005",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227485.1\index.html","#r1c5","NI-siderophore","0",0,"Streptomyces","NZ_CP109479.1.region005.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227485.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227485.1\NZ_CP109479.1.region005.gbk"
"2880","GCF_045041225.1_NZ_CP108243.1.region008",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041225.1\index.html","#r1c8","NI-siderophore","0",0,"Streptomyces","NZ_CP108243.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041225.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045041225.1\NZ_CP108243.1.region008.gbk"
"2881","GCF_021545335.1_NZ_CP089312.1.region006",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021545335.1\index.html","#r1c6","NI-siderophore","0",0,"Streptomyces","NZ_CP089312.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021545335.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_021545335.1\NZ_CP089312.1.region006.gbk"
"2882","GCF_036345175.1_NZ_CP107780.1.region007",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345175.1\index.html","#r1c7","NI-siderophore","0",0,"Streptomyces","NZ_CP107780.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345175.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345175.1\NZ_CP107780.1.region007.gbk"
"2883","GCF_027107535.1_NZ_CP114283.1.region024",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027107535.1\index.html","#r1c24","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP114283.1.region024.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027107535.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_027107535.1\NZ_CP114283.1.region024.gbk"
"2884","GCF_023273835.1_NZ_CP096907.1.region013",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_023273835.1\index.html","#r1c13","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP096907.1.region013.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_023273835.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_023273835.1\NZ_CP096907.1.region013.gbk"
"2885","GCF_036204065.1_NZ_CP108133.1.region016",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036204065.1\index.html","#r1c16","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108133.1.region016.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036204065.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036204065.1\NZ_CP108133.1.region016.gbk"
"2886","GCF_036038375.1_NZ_CP107935.1.region012",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036038375.1\index.html","#r1c12","NI-siderophore","paulomycin",0.07,"Streptomyces","NZ_CP107935.1.region012.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036038375.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036038375.1\NZ_CP107935.1.region012.gbk"
"2887","GCF_035957715.1_NZ_CP108382.1.region020",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\index.html","#r1c20","NI-siderophore","0",0,"Streptomyces","NZ_CP108382.1.region020.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035957715.1\NZ_CP108382.1.region020.gbk"
"2888","GCF_045040175.1_NZ_CP109531.1.region019",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces","NZ_CP109531.1.region019.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045040175.1\NZ_CP109531.1.region019.gbk"
"2889","GCF_035917195.1_NZ_CP108134.1.region013",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917195.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces","NZ_CP108134.1.region013.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917195.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917195.1\NZ_CP108134.1.region013.gbk"
"2890","GCF_036133475.1_NZ_CP108011.1.region018",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036133475.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces","NZ_CP108011.1.region018.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036133475.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036133475.1\NZ_CP108011.1.region018.gbk"
"2891","GCF_035918055.1_NZ_CP109135.1.region014",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918055.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces","NZ_CP109135.1.region014.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918055.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918055.1\NZ_CP109135.1.region014.gbk"
"2892","GCF_045039855.1_NZ_CP108589.1.region015",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces","NZ_CP108589.1.region015.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045039855.1\NZ_CP108589.1.region015.gbk"
"2893","GCF_045207355.1_NZ_CP108832.1.region013",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces","NZ_CP108832.1.region013.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207355.1\NZ_CP108832.1.region013.gbk"
"2894","GCF_045162745.1_NZ_CP108690.1.region019",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\index.html","#r1c19","NI-siderophore","0",0,"Streptomyces","NZ_CP108690.1.region019.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162745.1\NZ_CP108690.1.region019.gbk"
"2895","GCF_036182465.1_NZ_CP108081.1.region013",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036182465.1\index.html","#r1c13","NI-siderophore","0",0,"Streptomyces","NZ_CP108081.1.region013.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036182465.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036182465.1\NZ_CP108081.1.region013.gbk"
"2896","GCF_016598615.1_NZ_CP066831.1.region014",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016598615.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces","NZ_CP066831.1.region014.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016598615.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_016598615.1\NZ_CP066831.1.region014.gbk"
"2897","GCF_036173125.1_NZ_CP108054.1.region004",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036173125.1\index.html","#r1c4","NI-siderophore","0",0,"Streptomyces","NZ_CP108054.1.region004.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036173125.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036173125.1\NZ_CP108054.1.region004.gbk"
"2898","GCF_000009765.2_NC_003155.5.region012",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000009765.2\index.html","#r1c12","NI-siderophore","grincamycin",0.08,"Streptomyces","NC_003155.5.region012.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000009765.2\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_000009765.2\NC_003155.5.region012.gbk"
"2899","GCF_041051975.1_NZ_CP163435.1.region011",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041051975.1\index.html","#r1c11","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP163435.1.region011.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041051975.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041051975.1\NZ_CP163435.1.region011.gbk"
"2900","GCF_045207275.1_NZ_CP109032.1.region022",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207275.1\index.html","#r1c22","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP109032.1.region022.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207275.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207275.1\NZ_CP109032.1.region022.gbk"
"2901","GCF_045161785.1_NZ_CP130727.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161785.1\index.html","#r1c9","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP130727.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161785.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161785.1\NZ_CP130727.1.region009.gbk"
"2902","GCF_045161775.1_NZ_CP108872.1.region003",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161775.1\index.html","#r1c3","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108872.1.region003.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161775.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161775.1\NZ_CP108872.1.region003.gbk"
"2903","GCF_036237235.1_NZ_CP108350.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237235.1\index.html","#r1c9","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108350.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237235.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036237235.1\NZ_CP108350.1.region009.gbk"
"2904","GCF_041431135.1_NZ_CP107799.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041431135.1\index.html","#r1c9","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP107799.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041431135.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041431135.1\NZ_CP107799.1.region009.gbk"
"2905","GCF_045160595.1_NZ_CP108291.1.region010",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160595.1\index.html","#r1c10","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108291.1.region010.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160595.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045160595.1\NZ_CP108291.1.region010.gbk"
"2906","GCF_035917175.1_NZ_CP108094.1.region011",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917175.1\index.html","#r1c11","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108094.1.region011.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917175.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917175.1\NZ_CP108094.1.region011.gbk"
"2907","GCF_045162675.1_NZ_CP108723.1.region023",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162675.1\index.html","#r1c23","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108723.1.region023.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162675.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045162675.1\NZ_CP108723.1.region023.gbk"
"2908","GCF_002946835.1_NZ_CP026652.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002946835.1\index.html","#r1c9","NI-siderophore","0",0,"Streptomyces","NZ_CP026652.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002946835.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_002946835.1\NZ_CP026652.1.region009.gbk"
"2909","GCF_036231965.1_NZ_CP109499.1.region014",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036231965.1\index.html","#r1c14","NI-siderophore","0",0,"Streptomyces","NZ_CP109499.1.region014.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036231965.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036231965.1\NZ_CP109499.1.region014.gbk"
"2910","GCF_035983575.1_NZ_CP108435.1.region016",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035983575.1\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces","NZ_CP108435.1.region016.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035983575.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035983575.1\NZ_CP108435.1.region016.gbk"
"2911","GCF_035918195.1_NZ_CP109365.1.region018",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918195.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces","NZ_CP109365.1.region018.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918195.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035918195.1\NZ_CP109365.1.region018.gbk"
"2912","GCF_045207285.1_NZ_CP108990.1.region018",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207285.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces","NZ_CP108990.1.region018.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207285.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207285.1\NZ_CP108990.1.region018.gbk"
"2913","GCF_045206315.1_NZ_CP108128.1.region016",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206315.1\index.html","#r1c16","NI-siderophore","0",0,"Streptomyces","NZ_CP108128.1.region016.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206315.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206315.1\NZ_CP108128.1.region016.gbk"
"2914","GCF_045343905.1_NZ_CP174283.1.region018",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045343905.1\index.html","#r1c18","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP174283.1.region018.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045343905.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045343905.1\NZ_CP174283.1.region018.gbk"
"2915","GCF_045161755.1_NZ_CP108980.1.region010",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161755.1\index.html","#r1c10","NI-siderophore","grincamycin",0.05,"Streptomyces","NZ_CP108980.1.region010.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161755.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045161755.1\NZ_CP108980.1.region010.gbk"
"2916","GCF_036099295.1_NZ_CP107976.1.region010",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036099295.1\index.html","#r1c10","NI-siderophore","grincamycin",0.05,"Streptomyces","NZ_CP107976.1.region010.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036099295.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036099295.1\NZ_CP107976.1.region010.gbk"
"2917","GCF_045207245.1_NZ_CP109040.1.region022",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207245.1\index.html","#r1c22","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP109040.1.region022.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207245.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207245.1\NZ_CP109040.1.region022.gbk"
"2918","GCF_045207235.1_NZ_CP109041.1.region011",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207235.1\index.html","#r1c11","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP109041.1.region011.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207235.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045207235.1\NZ_CP109041.1.region011.gbk"
"2919","GCF_036063235.1_NZ_CP107950.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036063235.1\index.html","#r1c9","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP107950.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036063235.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036063235.1\NZ_CP107950.1.region009.gbk"
"2920","GCF_035917215.1_NZ_CP108165.1.region011",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917215.1\index.html","#r1c11","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108165.1.region011.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917215.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035917215.1\NZ_CP108165.1.region011.gbk"
"2921","GCF_036139655.1_NZ_CP108013.1.region018",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036139655.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces","NZ_CP108013.1.region018.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036139655.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036139655.1\NZ_CP108013.1.region018.gbk"
"2922","GCF_036345075.1_NZ_CP107764.1.region025",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345075.1\index.html","#r1c25","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP107764.1.region025.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345075.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036345075.1\NZ_CP107764.1.region025.gbk"
"2923","GCF_045206385.1_NZ_CP107860.1.region024",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206385.1\index.html","#r1c24","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP107860.1.region024.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206385.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206385.1\NZ_CP107860.1.region024.gbk"
"2924","GCF_036347135.1_NZ_CP108938.1.region007",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347135.1\index.html","#r1c7","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108938.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347135.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036347135.1\NZ_CP108938.1.region007.gbk"
"2925","GCF_045206325.1_NZ_CP108126.1.region025",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206325.1\index.html","#r1c25","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP108126.1.region025.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206325.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045206325.1\NZ_CP108126.1.region025.gbk"
"2926","GCF_045209325.1_NZ_CP109301.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209325.1\index.html","#r1c9","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP109301.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209325.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_045209325.1\NZ_CP109301.1.region009.gbk"
"2927","GCF_041053035.1_NZ_CP163440.1.region026",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041053035.1\index.html","#r1c26","NI-siderophore","grincamycin",0.08,"Streptomyces","NZ_CP163440.1.region026.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041053035.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_041053035.1\NZ_CP163440.1.region026.gbk"
"2928","GCF_035996785.1_NZ_CP108512.1.region024",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035996785.1\index.html","#r1c24","NI-siderophore","0",0,"Streptomyces","NZ_CP108512.1.region024.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035996785.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035996785.1\NZ_CP108512.1.region024.gbk"
"2929","GCF_035949105.1_NZ_CP108365.1.region018",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035949105.1\index.html","#r1c18","NI-siderophore","0",0,"Streptomyces","NZ_CP108365.1.region018.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035949105.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_035949105.1\NZ_CP108365.1.region018.gbk"
"2930","GCF_036227165.1_NZ_CP109438.1.region009",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227165.1\index.html","#r1c9","NI-siderophore","0",0,"Streptomyces","NZ_CP109438.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227165.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227165.1\NZ_CP109438.1.region009.gbk"
"2931","GCF_036227505.1_NZ_CP109480.1.region015",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227505.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces","NZ_CP109480.1.region015.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227505.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036227505.1\NZ_CP109480.1.region015.gbk"
"2932","GCF_012275145.1_NZ_CP051010.1.region021",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012275145.1\index.html","#r1c21","NI-siderophore","0",0,"Streptomyces","NZ_CP051010.1.region021.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012275145.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012275145.1\NZ_CP051010.1.region021.gbk"
"2933","GCF_012273535.1_NZ_CP050974.1.region021",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012273535.1\index.html","#r1c21","NI-siderophore","0",0,"Streptomyces","NZ_CP050974.1.region021.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012273535.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_012273535.1\NZ_CP050974.1.region021.gbk"
"2934","GCF_018310535.1_NZ_CP074102.1.region006",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310535.1\index.html","#r1c6","NI-siderophore","0",0,"Streptomyces","NZ_CP074102.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310535.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_018310535.1\NZ_CP074102.1.region006.gbk"
"2935","GCF_036069355.1_NZ_CP107955.1.region015",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036069355.1\index.html","#r1c15","NI-siderophore","0",0,"Streptomyces","NZ_CP107955.1.region015.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036069355.1\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_036069355.1\NZ_CP107955.1.region015.gbk"
"2936","GCF_007113505.2_NZ_CP041612.2.region027",204,"\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_007113505.2\index.html","#r1c27","NI-siderophore","0",0,"Streptomyces","NZ_CP041612.2.region027.gbk","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_007113505.2\","\\192.168.1.106\Pdisk7\yll\Streptomyces\antismash_results\GCF_007113505.2\NZ_CP041612.2.region027.gbk"
